,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(23.26176), np.float32(22.702589), np.float32(22.436987), np.float32(25.298447), np.float32(25.404274), np.float32(28.429308), np.float32(24.187613), np.float32(25.510487), np.float32(22.281034), np.float32(22.821375), np.float32(23.45663), np.float32(22.153587), np.float32(22.125381), np.float32(22.125381), np.float32(23.862228), np.float32(23.862228)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(28.086246), np.float32(27.705164), np.float32(29.560362), np.float32(26.048704), np.float32(28.180632), np.float32(28.965075), np.float32(29.406649), np.float32(27.110353), np.float32(28.637674), np.float32(27.50831), np.float32(25.013203), np.float32(28.823034), np.float32(29.05956), np.float32(29.05956), np.float32(28.495718), np.float32(28.495718)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(25.376722), np.float32(24.576294), np.float32(25.380486), np.float32(22.905272), np.float32(24.747316), np.float32(24.00707), np.float32(25.517593), np.float32(25.19822), np.float32(26.56485), np.float32(26.131187), np.float32(25.496325), np.float32(27.477528), np.float32(27.336468), np.float32(27.336468), np.float32(24.806295), np.float32(24.806295)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(21.299923), np.float32(20.961676), np.float32(21.245533), np.float32(24.034294), np.float32(23.786201), np.float32(27.17039), np.float32(23.73853), np.float32(26.336927), np.float32(21.069427), np.float32(21.827019), np.float32(22.263035), np.float32(21.095451), np.float32(22.606335), np.float32(22.606335), np.float32(22.711823), np.float32(22.711823)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(13.940615), np.float32(14.016655), np.float32(14.283499), np.float32(16.22328), np.float32(15.838795), np.float32(17.573689), np.float32(15.024515), np.float32(17.85857), np.float32(15.455021), np.float32(14.973509), np.float32(16.99608), np.float32(16.574007), np.float32(17.864351), np.float32(17.864351), np.float32(16.642912), np.float32(16.642912)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(23.002901), np.float32(21.295132), np.float32(21.390272), np.float32(20.26468), np.float32(20.890673), np.float32(23.717134), np.float32(22.214851), np.float32(23.782856), np.float32(23.065096), np.float32(23.14058), np.float32(24.815258), np.float32(23.016098), np.float32(22.774813), np.float32(22.774813), np.float32(23.419548), np.float32(23.419548)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(25.174915), np.float32(24.22745), np.float32(24.64955), np.float32(21.738771), np.float32(23.498045), np.float32(21.953865), np.float32(24.757927), np.float32(23.314913), np.float32(25.884167), np.float32(24.796036), np.float32(23.599009), np.float32(25.715288), np.float32(24.201551), np.float32(24.201551), np.float32(23.393972), np.float32(23.393972)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(27.020311), np.float32(26.510765), np.float32(27.313751), np.float32(27.658997), np.float32(28.761625), np.float32(30.417562), np.float32(28.604181), np.float32(29.123417), np.float32(26.508224), np.float32(27.284254), np.float32(25.759604), np.float32(26.790962), np.float32(27.446661), np.float32(27.446661), np.float32(27.154425), np.float32(27.154425)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(23.924591), np.float32(23.44477), np.float32(24.2392), np.float32(24.638832), np.float32(24.85482), np.float32(29.731094), np.float32(25.866316), np.float32(26.610731), np.float32(23.866272), np.float32(23.571842), np.float32(23.64728), np.float32(23.340704), np.float32(24.739168), np.float32(24.73917), np.float32(26.797672), np.float32(26.797672)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(23.664635), np.float32(23.79662), np.float32(23.399115), np.float32(24.946093), np.float32(26.19571), np.float32(27.206127), np.float32(22.002974), np.float32(21.584368), np.float32(23.682821), np.float32(23.36812), np.float32(24.942562), np.float32(25.826412), np.float32(24.910122), np.float32(24.910122), np.float32(25.613016), np.float32(25.613016)]"
