,x_input
0,"[20.00000191, 16.00000191, 24.00000191, 17.99999809, 0.0, 25.00000191, 26.00000191, 27.99999809, 21.00000191, 27.99999809, 33.0, 17.99999809, 13.0, 34.0, 35.0, 34.0]"
1,"[27.00000191, 22.00000191, 25.00000191, 17.99999809, 0.0, 27.99999809, 31.00000191, 32.0, 26.00000191, 24.00000191, 46.0, 16.00000191, 27.99999809, 36.0, 36.0, 24.00000191]"
2,"[25.00000191, 30.00000191, 20.00000191, 17.00000191, 0.0, 35.0, 25.00000191, 35.0, 26.00000191, 30.00000191, 37.0, 15.0, 41.0, 32.0, 37.0, 24.00000191]"
3,"[24.00000191, 29.00000191, 24.00000191, 15.0, 0.0, 38.0, 26.00000191, 35.0, 27.99999809, 35.0, 41.0, 17.99999809, 42.0, 35.0, 36.0, 34.0]"
4,"[32.0, 27.00000191, 24.00000191, 15.0, 0.0, 41.0, 27.99999809, 37.0, 27.00000191, 39.00000763, 46.0, 20.00000191, 44.00000763, 37.0, 39.00000763, 42.0]"
5,"[34.0, 30.00000191, 25.00000191, 16.00000191, 0.0, 43.0, 35.0, 43.0, 36.0, 44.00000763, 48.0, 36.0, 42.0, 39.00000763, 44.00000763, 42.0]"
6,"[41.0, 37.0, 25.00000191, 17.00000191, 0.0, 39.00000763, 38.0, 43.0, 50.0, 45.0, 51.0, 40.0, 43.0, 40.0, 49.0, 44.00000763]"
7,"[16.00000191, 22.99999809, 25.00000191, 16.00000191, 0.0, 29.00000191, 33.0, 43.0, 22.00000191, 43.0, 46.0, 47.0, 38.0, 39.00000763, 29.00000191, 34.0]"
8,"[17.99999809, 17.99999809, 24.00000191, 16.00000191, 0.0, 17.00000191, 20.00000191, 35.0, 15.0, 39.00000763, 34.0, 37.0, 25.00000191, 22.99999809, 25.00000191, 25.00000191]"
9,"[14.0, 11.00000191, 17.99999809, 15.0, 0.0, 15.0, 17.99999809, 26.00000191, 14.0, 31.00000191, 29.00000191, 16.00000191, 22.99999809, 19.00000191, 21.00000191, 20.00000191]"
10,"[17.00000191, 17.99999809, 22.00000191, 15.0, 0.0, 17.99999809, 16.00000191, 19.00000191, 15.0, 22.00000191, 14.0, 10.0, 12.00000191, 17.00000191, 17.00000191, 14.0]"
11,"[21.00000191, 17.00000191, 21.00000191, 14.0, 0.0, 15.0, 20.00000191, 24.00000191, 20.00000191, 19.00000191, 19.00000191, 11.00000191, 12.00000191, 16.00000191, 19.00000191, 17.00000191]"
12,"[17.99999809, 19.00000191, 20.00000191, 14.0, 0.0, 19.00000191, 19.00000191, 21.00000191, 16.00000191, 21.00000191, 20.00000191, 12.00000191, 11.00000191, 15.0, 19.00000191, 16.00000191]"
13,"[24.00000191, 19.00000191, 22.00000191, 14.0, 0.0, 19.00000191, 22.99999809, 27.00000191, 22.99999809, 27.00000191, 27.99999809, 21.00000191, 16.00000191, 19.00000191, 22.00000191, 22.00000191]"
14,"[29.00000191, 27.99999809, 36.0, 17.00000191, 0.0, 31.00000191, 27.00000191, 29.00000191, 27.00000191, 30.00000191, 34.0, 34.0, 26.00000191, 26.00000191, 35.0, 37.0]"
15,"[34.0, 37.0, 40.0, 19.00000191, 0.0, 40.0, 36.0, 36.0, 36.0, 38.0, 42.0, 31.00000191, 35.0, 38.0, 44.00000763, 45.0]"
16,"[43.0, 47.0, 42.0, 20.00000191, 0.0, 50.0, 46.0, 49.0, 45.0, 46.0, 52.0, 25.00000191, 30.00000191, 52.0, 47.0, 51.0]"
17,"[48.0, 47.0, 42.0, 20.00000191, 0.0, 54.0, 51.0, 52.0, 51.0, 55.0, 54.0, 26.00000191, 29.00000191, 53.0, 51.0, 54.0]"
