,x_input
0,"[18.0, 19.0, 18.0, 18.0, 20.0, 21.0, 21.0, 18.0, 19.0, 17.0, 19.0, 19.0, 18.0, 21.0, 21.0, 21.0]"
1,"[19.0, 20.0, 17.0, 17.0, 20.0, 21.0, 20.0, 19.0, 20.0, 19.0, 19.0, 20.0, 20.0, 21.0, 21.0, 21.0]"
2,"[18.0, 20.0, 17.0, 19.0, 21.0, 22.0, 22.0, 18.0, 18.0, 18.0, 20.0, 21.0, 20.0, 21.0, 21.0, 21.0]"
3,"[19.0, 21.0, 19.0, 18.0, 21.0, 19.0, 22.0, 19.0, 20.0, 19.0, 19.0, 21.0, 20.0, 20.0, 20.0, 20.0]"
4,"[19.0, 21.0, 19.0, 16.0, 20.0, 19.0, 20.0, 19.0, 19.0, 19.0, 18.0, 22.0, 22.0, 18.0, 19.0, 19.0]"
5,"[19.0, 21.0, 19.0, 16.0, 17.0, 18.0, 23.0, 22.0, 21.0, 20.0, 20.0, 23.0, 20.0, 19.0, 19.0, 18.0]"
6,"[18.0, 17.0, 16.0, 16.0, 19.0, 18.0, 21.0, 22.0, 21.0, 20.0, 19.0, 22.0, 17.0, 20.0, 19.0, 19.0]"
7,"[19.0, 18.0, 17.0, 16.0, 17.0, 19.0, 23.0, 21.0, 19.0, 19.0, 17.0, 21.0, 16.0, 20.0, 17.0, 18.0]"
8,"[19.0, 18.0, 16.0, 16.0, 15.0, 19.0, 18.0, 18.0, 19.0, 19.0, 19.0, 21.0, 18.0, 20.0, 18.0, 18.0]"
9,"[17.0, 18.0, 15.0, 19.0, 18.0, 19.0, 18.0, 20.0, 20.0, 19.0, 20.0, 22.0, 19.0, 20.0, 18.0, 18.0]"
10,"[16.0, 17.0, 16.0, 19.0, 20.0, 20.0, 21.0, 18.0, 18.0, 18.0, 19.0, 21.0, 17.0, 19.0, 18.0, 18.0]"
11,"[18.0, 18.0, 17.0, 19.0, 18.0, 20.0, 20.0, 16.0, 18.0, 17.0, 18.0, 21.0, 18.0, 19.0, 17.0, 17.0]"
12,"[19.0, 19.0, 18.0, 18.0, 19.0, 18.0, 21.0, 16.0, 16.0, 17.0, 19.0, 19.0, 16.0, 18.0, 16.0, 17.0]"
13,"[18.0, 18.0, 16.0, 18.0, 17.0, 18.0, 19.0, 17.0, 15.0, 16.0, 17.0, 18.0, 16.0, 16.0, 17.0, 17.0]"
14,"[17.0, 18.0, 16.0, 19.0, 17.0, 17.0, 18.0, 17.0, 13.0, 15.0, 16.0, 17.0, 14.0, 17.0, 17.0, 17.0]"
15,"[17.0, 17.0, 15.0, 17.0, 17.0, 18.0, 18.0, 14.0, 13.0, 14.0, 13.0, 16.0, 14.0, 16.0, 17.0, 17.0]"
16,"[16.0, 17.0, 15.0, 17.0, 15.0, 18.0, 18.0, 14.0, 13.0, 13.0, 13.0, 16.0, 12.0, 16.0, 18.0, 18.0]"
17,"[17.0, 17.0, 15.0, 16.0, 17.0, 17.0, 19.0, 13.0, 13.0, 13.0, 14.0, 17.0, 14.0, 17.0, 17.0, 18.0]"
18,"[17.0, 17.0, 15.0, 15.0, 15.0, 16.0, 17.0, 13.0, 14.0, 13.0, 16.0, 17.0, 16.0, 17.0, 17.0, 18.0]"
19,"[14.0, 15.0, 14.0, 14.0, 14.0, 16.0, 15.0, 14.0, 14.0, 13.0, 17.0, 16.0, 13.0, 16.0, 18.0, 20.0]"
20,"[15.0, 15.0, 14.0, 16.0, 15.0, 17.0, 14.0, 13.0, 14.0, 14.0, 16.0, 17.0, 13.0, 17.0, 20.0, 25.0]"
21,"[14.0, 14.0, 13.0, 14.0, 16.0, 17.0, 16.0, 14.0, 13.0, 14.0, 14.0, 15.0, 13.0, 17.0, 18.0, 20.0]"
22,"[15.0, 15.0, 13.0, 14.0, 16.0, 17.0, 17.0, 15.0, 14.0, 14.0, 15.0, 16.0, 15.0, 17.0, 20.0, 20.0]"
23,"[15.0, 15.0, 13.0, 13.0, 16.0, 16.0, 16.0, 14.0, 14.0, 15.0, 16.0, 16.0, 14.0, 18.0, 21.0, 20.0]"
24,"[15.0, 15.0, 13.0, 13.0, 14.0, 17.0, 16.0, 14.0, 17.0, 16.0, 18.0, 17.0, 15.0, 20.0, 20.0, 20.0]"
25,"[15.0, 15.0, 13.0, 14.0, 13.0, 17.0, 17.0, 17.0, 17.0, 16.0, 19.0, 18.0, 15.0, 20.0, 17.0, 18.0]"
26,"[15.0, 15.0, 13.0, 14.0, 14.0, 19.0, 17.0, 17.0, 19.0, 17.0, 20.0, 19.0, 18.0, 21.0, 19.0, 19.0]"
27,"[15.0, 15.0, 12.0, 15.0, 16.0, 19.0, 18.0, 19.0, 19.0, 16.0, 19.0, 20.0, 20.0, 20.0, 21.0, 20.0]"
28,"[15.0, 16.0, 13.0, 17.0, 18.0, 17.0, 23.0, 20.0, 17.0, 17.0, 18.0, 22.0, 20.0, 15.0, 20.0, 20.0]"
29,"[16.0, 16.0, 13.0, 16.0, 17.0, 19.0, 22.0, 20.0, 17.0, 20.0, 16.0, 20.0, 17.0, 17.0, 20.0, 21.0]"
30,"[17.0, 16.0, 13.0, 18.0, 18.0, 20.0, 22.0, 17.0, 17.0, 17.0, 17.0, 20.0, 15.0, 17.0, 21.0, 22.0]"
31,"[18.0, 18.0, 17.0, 18.0, 18.0, 19.0, 18.0, 18.0, 17.0, 17.0, 16.0, 18.0, 20.0, 17.0, 22.0, 23.0]"
32,"[17.0, 18.0, 16.0, 17.0, 19.0, 16.0, 20.0, 17.0, 16.0, 15.0, 16.0, 17.0, 15.0, 18.0, 22.0, 21.0]"
33,"[17.0, 17.0, 17.0, 14.0, 18.0, 17.0, 21.0, 15.0, 15.0, 16.0, 14.0, 18.0, 14.0, 18.0, 21.0, 22.0]"
34,"[18.0, 19.0, 18.0, 15.0, 16.0, 20.0, 17.0, 15.0, 14.0, 13.0, 16.0, 17.0, 13.0, 19.0, 20.0, 19.0]"
35,"[18.0, 18.0, 15.0, 16.0, 15.0, 20.0, 20.0, 18.0, 17.0, 16.0, 19.0, 17.0, 17.0, 21.0, 19.0, 18.0]"
36,"[17.0, 17.0, 5.0, 19.0, 19.0, 20.0, 20.0, 17.0, 19.0, 19.0, 19.0, 20.0, 18.0, 21.0, 21.0, 18.0]"
37,"[19.0, 19.0, 12.0, 20.0, 19.0, 21.0, 19.0, 20.0, 19.0, 19.0, 20.0, 20.0, 18.0, 21.0, 17.0, 18.0]"
38,"[20.0, 19.0, 17.0, 20.0, 20.0, 23.0, 21.0, 19.0, 20.0, 19.0, 18.0, 21.0, 19.0, 20.0, 17.0, 17.0]"
39,"[20.0, 19.0, 17.0, 20.0, 22.0, 22.0, 21.0, 19.0, 17.0, 19.0, 17.0, 21.0, 16.0, 18.0, 17.0, 18.0]"
40,"[20.0, 21.0, 18.0, 18.0, 22.0, 20.0, 20.0, 19.0, 16.0, 17.0, 19.0, 18.0, 18.0, 18.0, 19.0, 19.0]"
41,"[20.0, 20.0, 18.0, 18.0, 18.0, 19.0, 18.0, 18.0, 17.0, 17.0, 18.0, 18.0, 17.0, 20.0, 18.0, 20.0]"
42,"[18.0, 19.0, 16.0, 16.0, 18.0, 18.0, 18.0, 18.0, 15.0, 15.0, 18.0, 17.0, 13.0, 20.0, 19.0, 21.0]"
43,"[17.0, 18.0, 16.0, 16.0, 19.0, 18.0, 17.0, 17.0, 15.0, 16.0, 16.0, 17.0, 15.0, 20.0, 21.0, 23.0]"
44,"[17.0, 17.0, 15.0, 13.0, 18.0, 18.0, 17.0, 15.0, 16.0, 16.0, 17.0, 17.0, 16.0, 21.0, 22.0, 22.0]"
45,"[17.0, 18.0, 14.0, 16.0, 17.0, 19.0, 18.0, 18.0, 16.0, 16.0, 20.0, 18.0, 14.0, 24.0, 21.0, 20.0]"
46,"[17.0, 17.0, 15.0, 14.0, 18.0, 18.0, 17.0, 19.0, 17.0, 16.0, 19.0, 17.0, 19.0, 23.0, 17.0, 18.0]"
47,"[17.0, 18.0, 14.0, 15.0, 17.0, 17.0, 20.0, 19.0, 20.0, 18.0, 20.0, 17.0, 23.0, 22.0, 16.0, 19.0]"
48,"[16.0, 17.0, 15.0, 15.0, 18.0, 21.0, 21.0, 22.0, 20.0, 16.0, 23.0, 21.0, 23.0, 21.0, 17.0, 17.0]"
49,"[16.0, 17.0, 14.0, 19.0, 18.0, 18.0, 21.0, 23.0, 23.0, 19.0, 21.0, 23.0, 20.0, 5.0, 5.0, 22.0]"
50,"[17.0, 19.0, 15.0, 17.0, 16.0, 19.0, 24.0, 23.0, 22.0, 22.0, 23.0, 24.0, 20.0, 6.0, 5.0, 23.0]"
51,"[19.0, 19.0, 17.0, 18.0, 5.0, 21.0, 24.0, 22.0, 18.0, 21.0, 22.0, 24.0, 5.0, 19.0, 18.0, 23.0]"
52,"[21.0, 18.0, 19.0, 17.0, 20.0, 21.0, 21.0, 18.0, 18.0, 18.0, 18.0, 23.0, 20.0, 23.0, 21.0, 20.0]"
53,"[22.0, 18.0, 17.0, 19.0, 19.0, 16.0, 20.0, 17.0, 19.0, 17.0, 20.0, 5.0, 20.0, 21.0, 19.0, 18.0]"
