,x_input
0,"[18.0, 19.0, 18.0, 18.0, 20.0, 21.0, 21.0, 18.0, 19.0, 17.0, 19.0, 19.0, 18.0, 21.0, 21.0, 21.0, 18.0, 18.0, 17.0, 18.0, 19.0, 17.0, 17.0, 18.0, 17.0]"
1,"[19.0, 20.0, 17.0, 17.0, 20.0, 21.0, 20.0, 19.0, 20.0, 19.0, 19.0, 20.0, 20.0, 21.0, 21.0, 21.0, 19.0, 17.0, 17.0, 18.0, 17.0, 15.0, 16.0, 19.0, 17.0]"
2,"[19.0, 21.0, 19.0, 19.0, 21.0, 19.0, 22.0, 19.0, 20.0, 19.0, 19.0, 21.0, 20.0, 20.0, 20.0, 20.0, 15.0, 16.0, 17.0, 18.0, 16.0, 15.0, 14.0, 16.0, 15.0]"
3,"[19.0, 21.0, 19.0, 18.0, 20.0, 19.0, 20.0, 19.0, 19.0, 19.0, 18.0, 22.0, 22.0, 18.0, 19.0, 19.0, 15.0, 16.0, 18.0, 17.0, 16.0, 15.0, 14.0, 16.0, 14.0]"
4,"[19.0, 21.0, 19.0, 16.0, 17.0, 18.0, 23.0, 22.0, 21.0, 20.0, 20.0, 23.0, 20.0, 19.0, 19.0, 18.0, 15.0, 15.0, 18.0, 17.0, 17.0, 13.0, 13.0, 16.0, 14.0]"
5,"[18.0, 17.0, 16.0, 16.0, 19.0, 18.0, 21.0, 22.0, 21.0, 20.0, 19.0, 22.0, 17.0, 20.0, 19.0, 19.0, 13.0, 15.0, 16.0, 17.0, 17.0, 12.0, 14.0, 16.0, 15.0]"
6,"[19.0, 18.0, 16.0, 16.0, 15.0, 19.0, 18.0, 18.0, 19.0, 19.0, 19.0, 21.0, 18.0, 20.0, 18.0, 18.0, 14.0, 14.0, 15.0, 16.0, 14.0, 13.0, 14.0, 16.0, 16.0]"
7,"[17.0, 18.0, 15.0, 16.0, 18.0, 19.0, 18.0, 20.0, 20.0, 19.0, 20.0, 22.0, 19.0, 20.0, 18.0, 18.0, 16.0, 14.0, 16.0, 16.0, 16.0, 13.0, 14.0, 15.0, 16.0]"
8,"[16.0, 17.0, 16.0, 19.0, 20.0, 20.0, 21.0, 18.0, 18.0, 18.0, 19.0, 21.0, 17.0, 19.0, 18.0, 18.0, 14.0, 14.0, 14.0, 16.0, 16.0, 12.0, 14.0, 14.0, 17.0]"
9,"[18.0, 18.0, 17.0, 19.0, 18.0, 20.0, 20.0, 16.0, 18.0, 17.0, 18.0, 21.0, 18.0, 19.0, 17.0, 17.0, 14.0, 14.0, 15.0, 17.0, 17.0, 13.0, 15.0, 17.0, 18.0]"
10,"[19.0, 19.0, 18.0, 19.0, 19.0, 18.0, 21.0, 16.0, 16.0, 17.0, 19.0, 19.0, 16.0, 18.0, 16.0, 17.0, 15.0, 14.0, 15.0, 16.0, 18.0, 14.0, 17.0, 15.0, 18.0]"
11,"[18.0, 18.0, 16.0, 18.0, 17.0, 18.0, 19.0, 17.0, 15.0, 16.0, 17.0, 18.0, 16.0, 16.0, 17.0, 17.0, 14.0, 14.0, 16.0, 16.0, 18.0, 16.0, 18.0, 20.0, 20.0]"
12,"[17.0, 18.0, 16.0, 18.0, 17.0, 17.0, 18.0, 17.0, 13.0, 15.0, 16.0, 17.0, 14.0, 17.0, 17.0, 17.0, 14.0, 16.0, 18.0, 17.0, 18.0, 16.0, 20.0, 23.0, 21.0]"
13,"[17.0, 17.0, 15.0, 19.0, 17.0, 18.0, 18.0, 14.0, 13.0, 14.0, 13.0, 16.0, 14.0, 16.0, 17.0, 17.0, 14.0, 17.0, 18.0, 17.0, 18.0, 17.0, 20.0, 22.0, 19.0]"
14,"[16.0, 17.0, 15.0, 17.0, 15.0, 18.0, 18.0, 14.0, 13.0, 13.0, 13.0, 16.0, 12.0, 16.0, 18.0, 18.0, 16.0, 20.0, 18.0, 17.0, 19.0, 16.0, 16.0, 19.0, 19.0]"
15,"[17.0, 17.0, 15.0, 17.0, 17.0, 17.0, 19.0, 13.0, 13.0, 13.0, 14.0, 17.0, 14.0, 17.0, 17.0, 18.0, 17.0, 19.0, 19.0, 18.0, 18.0, 15.0, 16.0, 18.0, 18.0]"
