,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(25.33018), np.float32(25.347952), np.float32(24.585941), np.float32(26.603035), np.float32(27.653683), np.float32(30.17609), np.float32(25.700829), np.float32(28.393051), np.float32(23.573112), np.float32(23.769127), np.float32(24.060581), np.float32(23.29297), np.float32(23.48057), np.float32(23.48057), np.float32(25.305578), np.float32(25.305578)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(28.940535), np.float32(27.671202), np.float32(29.960146), np.float32(24.953161), np.float32(27.592007), np.float32(27.404818), np.float32(28.53677), np.float32(28.69199), np.float32(28.831196), np.float32(27.19235), np.float32(24.375408), np.float32(27.861198), np.float32(28.376421), np.float32(28.376421), np.float32(26.73255), np.float32(26.73255)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(27.328436), np.float32(26.191574), np.float32(26.753506), np.float32(23.574114), np.float32(25.111858), np.float32(25.679897), np.float32(26.247877), np.float32(28.642147), np.float32(28.002586), np.float32(27.267372), np.float32(27.409954), np.float32(27.291737), np.float32(28.520613), np.float32(28.520613), np.float32(25.938456), np.float32(25.938456)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(22.935032), np.float32(23.300993), np.float32(22.894901), np.float32(24.971243), np.float32(25.594685), np.float32(29.68083), np.float32(24.61435), np.float32(28.349474), np.float32(22.094906), np.float32(22.360048), np.float32(22.786545), np.float32(21.62369), np.float32(23.523767), np.float32(23.523767), np.float32(25.055576), np.float32(25.055576)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(13.757137), np.float32(14.353624), np.float32(13.933908), np.float32(16.91283), np.float32(16.26268), np.float32(18.4574), np.float32(14.432347), np.float32(17.73818), np.float32(14.93054), np.float32(15.266529), np.float32(16.167778), np.float32(13.425988), np.float32(15.684322), np.float32(15.684322), np.float32(15.61759), np.float32(15.61759)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(25.329824), np.float32(24.666142), np.float32(23.913033), np.float32(22.643888), np.float32(23.292677), np.float32(26.372639), np.float32(22.901545), np.float32(26.42221), np.float32(24.13053), np.float32(24.233496), np.float32(26.61653), np.float32(23.985605), np.float32(23.924212), np.float32(23.924212), np.float32(24.705864), np.float32(24.705864)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(26.872416), np.float32(26.102295), np.float32(26.268734), np.float32(22.457357), np.float32(24.63529), np.float32(23.664133), np.float32(24.697302), np.float32(25.312881), np.float32(26.867884), np.float32(25.583504), np.float32(25.575003), np.float32(27.428713), np.float32(26.584866), np.float32(26.584866), np.float32(25.050676), np.float32(25.050676)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(27.238413), np.float32(25.97378), np.float32(27.252388), np.float32(25.970985), np.float32(27.30522), np.float32(28.009539), np.float32(28.511724), np.float32(31.92155), np.float32(26.860945), np.float32(26.53067), np.float32(23.45874), np.float32(23.897743), np.float32(25.693289), np.float32(25.693289), np.float32(25.57456), np.float32(25.57456)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(26.029743), np.float32(26.283134), np.float32(25.9756), np.float32(27.28861), np.float32(27.820812), np.float32(32.72702), np.float32(26.490005), np.float32(29.02339), np.float32(25.544577), np.float32(25.45109), np.float32(25.747458), np.float32(24.842506), np.float32(26.125786), np.float32(26.125786), np.float32(28.909296), np.float32(28.909296)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(25.086994), np.float32(25.32131), np.float32(24.748573), np.float32(27.162594), np.float32(28.065893), np.float32(26.68594), np.float32(23.258478), np.float32(24.980606), np.float32(25.41415), np.float32(25.032581), np.float32(26.14176), np.float32(26.537859), np.float32(26.378498), np.float32(26.378498), np.float32(23.967148), np.float32(23.967148)]"
10,"[np.float32(38.17485), np.float32(4.8834467), np.float32(44.89915), np.float32(-111.630714), np.float32(28.74251), np.float32(-0.33992672)]","[np.float32(21.289837), np.float32(21.3817), np.float32(20.934946), np.float32(18.889944), np.float32(20.580898), np.float32(22.084812), np.float32(20.026539), np.float32(20.069582), np.float32(20.214172), np.float32(19.221607), np.float32(19.624083), np.float32(20.751406), np.float32(19.326609), np.float32(19.326609), np.float32(21.210598), np.float32(21.210598)]"
11,"[np.float32(34.451523), np.float32(92.36457), np.float32(31.314589), np.float32(99.3256), np.float32(-51.633945), np.float32(-172.84677)]","[np.float32(16.769197), np.float32(17.262781), np.float32(18.168129), np.float32(17.026218), np.float32(18.49019), np.float32(19.957886), np.float32(19.850069), np.float32(21.80473), np.float32(17.15581), np.float32(16.359068), np.float32(16.411648), np.float32(18.055084), np.float32(20.625217), np.float32(20.625217), np.float32(17.425823), np.float32(17.425821)]"
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(27.166716), np.float32(26.504192), np.float32(27.667463), np.float32(25.629786), np.float32(26.949657), np.float32(29.20599), np.float32(27.83076), np.float32(29.575768), np.float32(27.953571), np.float32(27.039433), np.float32(25.468998), np.float32(26.574451), np.float32(28.483711), np.float32(28.483711), np.float32(28.04402), np.float32(28.04402)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(14.35305), np.float32(14.57148), np.float32(15.516924), np.float32(17.11249), np.float32(16.667229), np.float32(17.530323), np.float32(16.668234), np.float32(14.6304), np.float32(17.062645), np.float32(15.953218), np.float32(13.233992), np.float32(15.007883), np.float32(15.291954), np.float32(15.291954), np.float32(17.361786), np.float32(17.361786)]"
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(13.262245), np.float32(13.226116), np.float32(13.279673), np.float32(15.3695965), np.float32(14.494514), np.float32(14.538295), np.float32(15.180899), np.float32(15.681278), np.float32(16.88593), np.float32(16.406525), np.float32(15.530392), np.float32(14.550738), np.float32(16.038631), np.float32(16.038631), np.float32(15.128447), np.float32(15.128447)]"
