0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
20.501949893748183,24.702950522323526,22.91675280241787,22.24192558464182,17.25973151773751,22.597478134551665,25.322629111656546,30.319701171765363,19.5775195096781,19.743140785932134,15.92354090946531,28.204300452875415,17.876768576285126,17.25059125706301,20.818016769855184,24.53803724390067,21.145950566186496,23.79527458484197,22.183925903965847,20.206809136199006,13.035821157137422,29.696830662819576,18.324931064635237,16.046108260570346,16.425385418384757,28.664478926162246,22.602325244182918,21.032464506051607,14.032729155243652,23.59208230423891,34.48147335845191,16.383465298356658
30.483885220985133,32.05163644995022,10.094840947691397,15.234610167603421,18.190320714565594,25.764412588914887,22.914518053347333,18.344640894253214,19.212927551931724,15.35700262943783,16.805466735933468,34.8014416405182,16.914091082221315,24.954542847703532,20.557215311174474,21.447417414210282,20.15262435124429,17.12427640348531,22.970545073184315,20.34934773561333,16.066799700147183,24.11383184794577,20.663717482369997,19.0691479197804,10.844614178326115,15.215919239041312,14.590245144707314,29.888029185209398,17.614131496790932,14.068164229887802,30.869520841083723,26.263769153898917
32.19748866702396,26.393944147001204,6.320784581918693,15.042198078861396,10.995833703411494,18.430421543617577,29.018771696970916,25.26592795958496,19.75431941805392,13.26236832670481,17.58957041244046,16.899999743458007,22.112793276872242,35.10421668875374,21.44920653447732,33.12158617001763,49.63286817224987,16.33327563468899,21.21547050327069,24.30685436876023,31.903121405715414,23.600743404950677,17.768452788527853,18.292652630955157,17.232708888601813,34.58547448688725,20.870432303168013,19.51905205419105,21.359490141421812,26.010545175366026,27.153903411455982,20.636016663465032
14.506150797134774,12.19166868517506,18.560429929426288,10.464007507111013,8.149982887615057,20.241210474261223,19.032458179730806,23.34947988673689,12.429954809428937,14.547456325768337,18.58736696947141,8.401356368185475,17.94968027047471,11.87528146968574,13.422681695913056,32.79479747716165,11.512576818715717,22.46062686188582,20.645666921399194,18.77808062911484,9.5107977145898,15.593584581827068,8.591676101629515,12.447434190162054,13.324070765355042,23.918311256488266,21.187885296031297,15.893196643781145,17.92962914974873,19.271923448617123,19.742360504372588,28.436432097736702
19.562967159859273,21.928825805525378,11.141672297219902,11.608263633327166,10.506568325172617,20.5957244947206,25.404512640825946,16.90062660342708,23.969054668461435,13.590183863402862,15.046577929069107,21.11340130138679,17.949036061545485,16.898781422334995,27.832291809688783,29.672687724455113,23.12270152589251,14.324527580204398,20.067266145909674,24.336009406569026,14.337334060148025,13.792112843177458,12.8396775290399,15.351267681308249,16.599544570248035,31.274579554509728,19.81325581429763,28.964072709554483,19.601552200988188,17.63899042044217,21.561185689019567,21.956419545226062
24.751201460757834,23.31813844364603,7.508191945695727,16.764677817122568,23.500841538157662,14.634800119807473,22.173602570536232,18.264283578244083,24.480427707350703,16.153049607579934,16.619893096147894,19.18474128646686,15.144680784432893,12.521444519662682,18.15164226194884,15.918693723950414,15.7483120332486,18.482111956561564,16.524993312311533,12.915778350188749,16.75146731368438,19.825178351493502,9.944338762052533,11.459455208859165,17.06074790483265,42.947718386185414,19.97291730404057,28.995065924855716,17.027631984264474,14.408373194513981,19.35624532104754,30.73026133972921
23.36672882622133,26.949533151298088,13.724921249037513,18.40710411372865,12.439998214797859,20.643662732558287,20.044773140992188,10.664292323783481,10.841971850836371,20.405851124966212,15.605912509335404,19.484648327341347,19.21988766149464,20.25301652802278,25.260342651172927,38.02279377406695,38.7204288900934,19.97383238680218,27.2509676214673,23.142889496414618,17.31472345137532,16.809382380513995,11.760249004704175,13.653360127438471,21.892889423079627,34.02464857453114,30.423686967925264,20.802164097975474,24.3649812832398,20.224862368472103,39.40407867216649,20.79765412591889
21.271976789547793,21.49372137473426,14.47933773072741,20.44596721473011,13.731429678500287,20.94913996018611,35.8344166551693,27.458629454612606,23.26696117483696,16.07029941816967,20.422144706356164,15.026428536649224,20.42376943120174,24.255563754281248,18.375031929188253,25.029461322589434,22.144423514062677,25.709541860370717,20.36086971196701,19.250756538468675,18.812344276831393,26.858582962167528,18.372735530026567,20.465329572282457,26.026190326061254,24.150092695902572,18.346900705821547,22.438013862158595,18.96313793896329,23.55527960709669,33.612377795643674,24.04531677721795
18.449730469603264,25.94330591620353,7.719901181699916,8.90985666018595,19.876337900345984,23.357577392577763,30.26836156018927,18.5520895922801,24.56971034103687,19.495437387481395,18.110379280626002,30.498774174143804,20.739287769918004,20.663404615751514,18.745767032740005,17.64254680862992,48.351701432373666,16.33878115625133,26.59049982096207,14.963254813049575,13.026308627710314,25.63095941610813,6.778870381913666,16.369668614518336,20.339878797333647,31.394635789752414,25.093787745727663,19.082601580085157,27.644927995951118,18.62081836234745,32.778847701426976,28.054623997901782
22.670924805295133,22.93455410423354,6.476524203569581,19.452402662081564,15.13499615116635,19.810568761475533,24.81363704445003,17.91279228726928,20.863127718457772,13.050140591821982,16.64113358036235,9.699343942613408,20.695828906460008,24.03251698705308,24.561300235933277,21.820398743056646,31.875779935615395,21.008778668089665,19.607456917825594,34.98506358095523,21.24807755312716,24.264356419801068,20.18110538049223,15.045094889162941,19.1133011397073,37.88835901158632,7.076442825420794,29.77721374688427,16.89877509883094,20.971407878548156,18.435775842909848,28.73043472976335
21.242564038305456,14.469303403311237,13.438251201178977,15.529552673991766,17.38966690638617,20.765211993611036,32.11641221952931,13.476542400397884,22.461300810856887,18.785302847134034,18.209963537636273,13.656427129474867,12.645148780158959,14.824186652851303,28.408649671123534,11.25889499529953,15.401163788940444,12.721698654088714,20.582130485918224,12.969762313010982,15.216455347907187,14.346549721476546,7.7432431289437185,10.71491103417514,15.098699549584957,31.701706898813256,25.581947092564878,21.89350075344366,16.135005124760138,22.00362484607367,17.673394438239924,14.675036543754562
39.06910394469287,19.032429370376313,26.654801993579134,18.447682247755314,14.132095898545778,36.80773052543806,35.01705835138872,23.078094336007545,32.32337271131939,17.965654200517932,20.788051462129392,30.909917572522378,25.07178718086276,24.29464995778594,27.13491884131163,34.69710443185838,41.79758815797147,24.32045406442015,24.010973485348615,20.249623436157705,16.383654763176484,17.24642251254984,18.20480997421885,21.11870400922813,16.018428855578378,33.01499474441323,27.037341439786957,21.302099650613396,25.03119397773714,23.50795416406711,26.333903118582374,30.973049362898823
12.101112581380908,24.570235186734013,9.027525882540065,9.150459509499326,17.52755501569032,20.38009606846324,24.084517287042807,22.434325539153342,19.878724670830742,16.546232069614113,23.317066480552217,13.006724458850877,17.568788267679505,19.547766512540562,21.299462066033133,23.776000312114693,27.289175409424466,20.91123850183294,18.68050168385922,17.17947800219756,21.596261522576388,16.384703790871054,12.846242268856471,16.63532882429881,26.605091608521207,26.69746437918198,12.003521568958945,19.280415421709485,17.523521789456144,16.70067050587624,18.01983682338868,25.458794120882335
35.14082654801808,21.118144554567028,14.255099313141633,11.129301560195737,15.743258325258983,25.548709182690093,22.578705329550548,23.738651868411242,21.944052191442957,20.823014664732092,17.965435398021903,24.30257463453098,23.731426706253846,14.52520644096478,26.546907105100853,27.940925852890647,39.974778389426426,18.81378645216279,24.615362073233133,20.134012478696356,29.18357735717329,24.204309594383208,11.942949872950628,21.527429070383047,21.743505358551072,26.67033552968701,22.57351463174144,36.40141069630066,21.238219804261437,21.36853877471064,46.75197251785477,17.776882696094216
26.52972729647383,19.180469777051194,17.446180176655336,16.985809145683813,17.56597341209571,26.350195327781393,33.43966700478888,18.989998286965665,21.392376593066825,17.47437535729034,10.599160868069692,18.88377452469571,16.586862041018748,21.561817245822976,15.955536884686088,25.123443035353294,19.73043989115425,17.91676485068836,22.762688347638235,20.25208568142862,12.872001742437424,15.488213368100906,14.43599245254045,18.092702127805136,14.875908289074935,29.44845896132412,30.413068416488297,28.040651947461416,22.205918218873812,20.757507193526486,30.63728777758331,23.713877498031067
23.208969321316452,28.14117465602364,15.160691441565415,13.29980569727232,12.48256691940927,22.10920582518774,27.3487327999131,17.624018937054384,24.109027362643644,17.431359189781517,19.939545343235494,21.30447093122227,23.903919281131383,19.48225713026444,27.145496760033872,16.00978000439003,20.413576727995274,23.543943291288834,18.78130526670588,18.183037144170235,21.023723866065744,20.978080730225376,9.324067395279833,12.995490848954002,10.97149090195701,16.148189230551026,43.78676415646021,16.321842185400627,22.848973371050917,18.721687969121398,8.249787240222052,11.502408419704937
