0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
21.183947009445703,20.05204238771292,31.58020994550449,22.19184352788157,19.84498160114635,21.529103359843152,39.76391600226339,32.30594132612614,22.574563896749165,26.19717705129041,20.162820740925568,27.682414587146933,50.88901114384173,28.47097764803452,43.90189611031925,36.52810471948746
23.60803872586616,12.481330777726551,21.80692300657033,14.53701738172034,18.81066552855946,19.81993579017289,13.291262581631742,16.996645495862758,17.803998180250915,24.03609009516792,29.02920755160917,26.12579447476176,24.21191765699642,15.97516112435809,28.113844857313246,40.58544242580458
13.999708061578398,21.862065487523125,17.85374443297723,10.329006629610468,14.668083786031524,8.34510984488155,16.337180559547917,15.658298035906942,15.87601013580427,12.08217189870021,22.05686834145769,29.001369495984346,12.086271317147215,16.649510523239712,23.396110666866093,14.524125378323989
19.61952231108913,6.225111014284115,12.51870450888359,21.01800197715124,19.705415754376048,22.20660153393117,24.65457861403932,24.054941815496715,19.57576026006514,15.25538245279633,13.64901244883809,23.172711258181828,19.73746770142328,16.38942413819114,16.290282119006992,15.5847195337126
21.20845412572851,10.818139206473608,20.077011841645103,22.76190118661093,23.955196320456444,20.050491930225427,15.471299743500971,28.92493059230034,22.412896891101703,17.245545098906096,18.336995881991324,21.58239780801496,26.975452437568787,22.265697295600223,26.455180428409665,7.8145524113258595
23.02851294041765,26.12249459020516,27.087711202377456,25.936103837134485,20.571074799974937,21.64381777926004,30.11670002775273,21.87869664137573,17.600657513135964,17.051373650821855,16.113723566558257,23.06851113120585,31.392720747319075,29.41094588837905,18.78252987766836,22.42196072731148
28.0645086653726,10.502155915176958,24.823556661380422,20.1951888008406,23.832385287929828,22.21667574167653,20.75274589786348,25.58212320695568,20.23163310767925,9.930918005390396,20.37296121377008,34.13940517554927,26.12444784841257,28.88442163621458,33.749403009224736,29.684525291921343
18.441161157378808,21.64886982321837,20.335759725080777,16.581783856677102,15.957941874405158,24.16259471908649,29.860255478179,21.625829511222687,19.99870113643297,17.572431348652074,17.187382735338367,30.008325984629483,21.21803711237771,21.15465607245984,18.911492116193426,11.020985272856084
25.019403816892083,19.05355397524067,8.491178359277468,16.54785034465018,18.44325939839984,13.64059990257804,29.62612361466737,26.07935844478813,17.922765980907734,25.140776991005986,21.709745871566284,17.405754031290325,15.66716458706088,9.907642453026908,41.30548283058079,20.11115716677609
22.39310444633792,20.01156928535931,28.80909752857768,18.79479115758329,20.08662434387769,28.67048573953016,25.744101950538703,18.32271059784689,20.933029622486945,13.130419443330783,22.83680095483309,22.53565355286697,23.708062441183216,22.49241180739245,30.08597185558364,28.212289082761927
28.731191514048938,8.232955229370344,10.290589810344647,14.964617724804446,19.857883193819312,25.44260621060289,25.577238201135863,43.41158517478069,23.39963526000951,15.37169910293367,14.572152881040932,20.149372465042354,22.094721713232023,25.17147198589917,26.3423014801896,19.82147345270487
