,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(23.26125), np.float32(22.58966), np.float32(22.015995), np.float32(24.691576), np.float32(24.647182), np.float32(27.081694), np.float32(24.361567), np.float32(26.174541), np.float32(21.605335), np.float32(22.44197), np.float32(23.247662), np.float32(21.989492), np.float32(21.92263), np.float32(21.92263), np.float32(22.846193), np.float32(22.846193)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(28.487951), np.float32(28.089474), np.float32(29.53751), np.float32(25.926039), np.float32(27.845615), np.float32(28.589901), np.float32(29.78768), np.float32(27.91467), np.float32(28.319534), np.float32(27.714922), np.float32(25.482702), np.float32(29.300413), np.float32(29.704508), np.float32(29.704508), np.float32(28.721268), np.float32(28.721268)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(26.208406), np.float32(25.312805), np.float32(25.674986), np.float32(23.535286), np.float32(25.046423), np.float32(25.460323), np.float32(26.571627), np.float32(27.16695), np.float32(26.815805), np.float32(27.07926), np.float32(26.86413), np.float32(28.167784), np.float32(28.588057), np.float32(28.588057), np.float32(26.428345), np.float32(26.428345)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(22.319418), np.float32(21.882679), np.float32(21.669443), np.float32(24.500648), np.float32(24.104029), np.float32(27.936865), np.float32(24.798222), np.float32(27.606808), np.float32(21.1594), np.float32(22.149345), np.float32(22.943014), np.float32(21.375208), np.float32(22.958462), np.float32(22.958462), np.float32(23.555199), np.float32(23.555199)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(13.692944), np.float32(13.823288), np.float32(13.482145), np.float32(16.47062), np.float32(15.523428), np.float32(17.568853), np.float32(14.761631), np.float32(18.10028), np.float32(14.769695), np.float32(14.578755), np.float32(17.232555), np.float32(15.966356), np.float32(17.415602), np.float32(17.415602), np.float32(16.510098), np.float32(16.510098)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(24.428366), np.float32(22.96237), np.float32(22.274694), np.float32(22.080133), np.float32(22.363705), np.float32(26.298153), np.float32(23.527433), np.float32(25.653479), np.float32(23.806047), np.float32(24.541208), np.float32(26.766655), np.float32(24.11063), np.float32(24.037056), np.float32(24.037056), np.float32(25.58722), np.float32(25.58722)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(26.331543), np.float32(25.422922), np.float32(25.599627), np.float32(22.278414), np.float32(23.98064), np.float32(23.220432), np.float32(26.294966), np.float32(25.246141), np.float32(26.629532), np.float32(26.02323), np.float32(25.126062), np.float32(27.272167), np.float32(26.255972), np.float32(26.255972), np.float32(25.115883), np.float32(25.115883)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(27.16987), np.float32(26.293386), np.float32(26.844427), np.float32(27.139355), np.float32(27.963915), np.float32(29.495474), np.float32(28.953794), np.float32(30.478971), np.float32(25.863047), np.float32(27.257467), np.float32(25.641006), np.float32(26.406696), np.float32(27.334486), np.float32(27.334486), np.float32(26.779057), np.float32(26.779057)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(25.04299), np.float32(24.901102), np.float32(24.763111), np.float32(26.053183), np.float32(25.96703), np.float32(31.284367), np.float32(26.73704), np.float32(27.567734), np.float32(24.082518), np.float32(24.226921), np.float32(24.921316), np.float32(24.161219), np.float32(25.513086), np.float32(25.513086), np.float32(28.290041), np.float32(28.290041)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(21.801039), np.float32(22.050892), np.float32(21.138647), np.float32(23.539042), np.float32(24.199505), np.float32(23.836401), np.float32(20.115402), np.float32(20.97156), np.float32(21.55491), np.float32(21.816608), np.float32(23.792974), np.float32(24.595133), np.float32(23.680222), np.float32(23.680222), np.float32(22.879349), np.float32(22.879349)]"
