,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(18.471106), np.float32(18.479422), np.float32(18.010567), np.float32(20.721006), np.float32(20.417189), np.float32(21.571884), np.float32(20.267212), np.float32(21.923199), np.float32(18.923101), np.float32(19.314747), np.float32(19.57407), np.float32(18.523384), np.float32(18.755428), np.float32(18.755428), np.float32(19.0964), np.float32(19.0964)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(27.012486), np.float32(27.477629), np.float32(28.289547), np.float32(27.457352), np.float32(29.349735), np.float32(30.736279), np.float32(28.866901), np.float32(26.639105), np.float32(28.229433), np.float32(28.090559), np.float32(25.512571), np.float32(27.596285), np.float32(27.865887), np.float32(27.865887), np.float32(28.539648), np.float32(28.539648)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(24.888744), np.float32(24.807102), np.float32(25.491129), np.float32(23.958612), np.float32(25.61899), np.float32(25.062622), np.float32(26.434591), np.float32(24.81184), np.float32(26.645622), np.float32(26.504725), np.float32(24.489985), np.float32(26.513933), np.float32(26.395767), np.float32(26.395767), np.float32(25.003471), np.float32(25.003471)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(18.140707), np.float32(18.437052), np.float32(18.437048), np.float32(20.363522), np.float32(20.16998), np.float32(22.331812), np.float32(20.751623), np.float32(22.930433), np.float32(18.822706), np.float32(19.698776), np.float32(19.87656), np.float32(18.978003), np.float32(20.340008), np.float32(20.340008), np.float32(19.790146), np.float32(19.790146)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(15.612694), np.float32(16.374138), np.float32(15.963293), np.float32(16.592875), np.float32(17.402777), np.float32(17.658943), np.float32(16.392008), np.float32(17.806372), np.float32(16.932066), np.float32(16.737827), np.float32(17.969452), np.float32(18.044434), np.float32(18.877087), np.float32(18.877087), np.float32(17.660633), np.float32(17.660633)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(22.385313), np.float32(21.405645), np.float32(21.146936), np.float32(20.41763), np.float32(21.490028), np.float32(22.416788), np.float32(22.692244), np.float32(22.652718), np.float32(23.619087), np.float32(23.228607), np.float32(23.857792), np.float32(23.072128), np.float32(22.722523), np.float32(22.722523), np.float32(22.794947), np.float32(22.794947)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(24.707092), np.float32(24.297483), np.float32(24.763668), np.float32(23.100784), np.float32(24.305622), np.float32(23.201147), np.float32(26.243608), np.float32(24.154266), np.float32(26.26157), np.float32(25.667446), np.float32(23.170557), np.float32(25.192734), np.float32(24.166613), np.float32(24.166613), np.float32(23.90807), np.float32(23.90807)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(24.887465), np.float32(24.936062), np.float32(25.352242), np.float32(27.031961), np.float32(27.704084), np.float32(29.699152), np.float32(27.36321), np.float32(27.525173), np.float32(25.596807), np.float32(26.616049), np.float32(25.076168), np.float32(25.232494), np.float32(25.969578), np.float32(25.969578), np.float32(25.961872), np.float32(25.961872)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(21.368076), np.float32(21.696383), np.float32(21.63646), np.float32(22.482962), np.float32(23.243143), np.float32(26.370564), np.float32(22.94928), np.float32(23.43447), np.float32(22.063204), np.float32(22.118032), np.float32(22.269917), np.float32(21.667313), np.float32(22.69262), np.float32(22.69262), np.float32(24.046743), np.float32(24.046743)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(20.040432), np.float32(20.506573), np.float32(19.832706), np.float32(21.75518), np.float32(23.083168), np.float32(21.77573), np.float32(19.791334), np.float32(19.681198), np.float32(21.263647), np.float32(20.855494), np.float32(21.349764), np.float32(22.027672), np.float32(21.404186), np.float32(21.404186), np.float32(20.607237), np.float32(20.607237)]"
10,"[np.float32(38.17485), np.float32(4.8834467), np.float32(44.89915), np.float32(-111.630714), np.float32(28.74251), np.float32(-0.33992672)]","[np.float32(19.966053), np.float32(19.886143), np.float32(19.666042), np.float32(19.5177), np.float32(19.881557), np.float32(20.50333), np.float32(21.401506), np.float32(21.128006), np.float32(20.870615), np.float32(20.200697), np.float32(19.479042), np.float32(19.685461), np.float32(19.280977), np.float32(19.280977), np.float32(20.570131), np.float32(20.570131)]"
11,"[np.float32(34.451523), np.float32(92.36457), np.float32(31.314589), np.float32(99.3256), np.float32(-51.633945), np.float32(-172.84677)]","[np.float32(17.675974), np.float32(19.026993), np.float32(19.71566), np.float32(19.676882), np.float32(19.856396), np.float32(20.706259), np.float32(21.320415), np.float32(22.09756), np.float32(18.90316), np.float32(19.430077), np.float32(17.534616), np.float32(19.303392), np.float32(20.929827), np.float32(20.929827), np.float32(19.669474), np.float32(19.669474)]"
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(24.632994), np.float32(25.231077), np.float32(25.994589), np.float32(25.012598), np.float32(26.59926), np.float32(28.464422), np.float32(26.771584), np.float32(25.545397), np.float32(25.966171), np.float32(26.025034), np.float32(24.15421), np.float32(25.755848), np.float32(26.71841), np.float32(26.71841), np.float32(26.83888), np.float32(26.83888)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(15.53919), np.float32(17.025505), np.float32(16.7136), np.float32(16.488333), np.float32(17.178385), np.float32(17.215448), np.float32(16.853422), np.float32(16.592564), np.float32(16.686132), np.float32(15.496965), np.float32(14.972511), np.float32(16.484686), np.float32(16.78971), np.float32(16.78971), np.float32(17.881004), np.float32(17.881004)]"
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(15.669821), np.float32(16.593225), np.float32(16.473192), np.float32(15.453106), np.float32(16.29451), np.float32(14.350531), np.float32(16.90194), np.float32(16.880703), np.float32(17.46358), np.float32(16.67901), np.float32(16.097118), np.float32(18.034912), np.float32(18.027895), np.float32(18.027895), np.float32(16.454018), np.float32(16.454018)]"
15,"[np.float32(-14.963366), np.float32(66.49893), np.float32(-26.41377), np.float32(50.42178), np.float32(229.8362), np.float32(11.710625)]","[np.float32(26.561033), np.float32(27.14058), np.float32(27.812176), np.float32(26.737516), np.float32(28.622377), np.float32(30.92273), np.float32(28.277454), np.float32(26.043047), np.float32(27.669107), np.float32(27.255016), np.float32(25.08341), np.float32(26.801722), np.float32(27.281612), np.float32(27.281612), np.float32(28.913897), np.float32(28.913897)]"
16,"[np.float32(-113.308525), np.float32(40.30288), np.float32(-153.23943), np.float32(-46.53276), np.float32(47.741318), np.float32(83.57548)]","[np.float32(22.651495), np.float32(22.595009), np.float32(22.095634), np.float32(24.700727), np.float32(25.485207), np.float32(27.547346), np.float32(23.378456), np.float32(23.914679), np.float32(23.163591), np.float32(23.375946), np.float32(23.933344), np.float32(22.869179), np.float32(23.02984), np.float32(23.02984), np.float32(24.144613), np.float32(24.144613)]"
17,"[np.float32(-143.84988), np.float32(8.984245), np.float32(-1.9494128), np.float32(121.86669), np.float32(-152.77885), np.float32(50.701828)]","[np.float32(15.577831), np.float32(16.471169), np.float32(16.216824), np.float32(18.658142), np.float32(18.798422), np.float32(16.266615), np.float32(17.426485), np.float32(19.078636), np.float32(17.017288), np.float32(17.59348), np.float32(17.193571), np.float32(18.42043), np.float32(18.588778), np.float32(18.588778), np.float32(15.291784), np.float32(15.291784)]"
18,"[np.float32(57.45171), np.float32(-29.746962), np.float32(263.84985), np.float32(-99.319534), np.float32(97.73943), np.float32(-48.281857)]","[np.float32(21.697973), np.float32(21.795185), np.float32(22.144894), np.float32(19.83599), np.float32(20.458353), np.float32(19.163864), np.float32(23.815794), np.float32(21.504904), np.float32(23.126122), np.float32(21.868813), np.float32(18.721941), np.float32(21.264055), np.float32(20.058548), np.float32(20.058548), np.float32(21.176767), np.float32(21.176767)]"
19,"[np.float32(77.63523), np.float32(50.219772), np.float32(59.3194), np.float32(132.07565), np.float32(-125.15561), np.float32(-0.73747826)]","[np.float32(13.257893), np.float32(14.782787), np.float32(14.753917), np.float32(14.914241), np.float32(15.231434), np.float32(13.437656), np.float32(15.400677), np.float32(16.484035), np.float32(14.927919), np.float32(14.710695), np.float32(14.089773), np.float32(16.053064), np.float32(16.837109), np.float32(16.837109), np.float32(14.485422), np.float32(14.485422)]"
20,"[np.float32(60.315556), np.float32(5.6346107), np.float32(79.896545), np.float32(-47.268307), np.float32(-318.2882), np.float32(-43.339348)]","[np.float32(10.325009), np.float32(10.9188175), np.float32(10.127227), np.float32(12.377577), np.float32(11.118058), np.float32(9.187438), np.float32(12.271426), np.float32(14.991673), np.float32(11.189201), np.float32(11.0484), np.float32(11.652418), np.float32(11.351064), np.float32(11.397938), np.float32(11.397938), np.float32(9.87101), np.float32(9.871009)]"
21,"[np.float32(-131.3197), np.float32(-94.876656), np.float32(-26.542871), np.float32(-84.24632), np.float32(-87.41278), np.float32(-81.8143)]","[np.float32(21.408335), np.float32(20.664162), np.float32(20.636547), np.float32(22.433914), np.float32(22.136744), np.float32(22.623013), np.float32(23.72444), np.float32(24.91852), np.float32(22.132008), np.float32(22.943716), np.float32(22.157394), np.float32(21.445925), np.float32(21.339417), np.float32(21.339417), np.float32(20.651354), np.float32(20.651354)]"
22,"[np.float32(-23.333885), np.float32(73.28638), np.float32(43.889107), np.float32(-169.09627), np.float32(-123.16548), np.float32(-7.505429)]","[np.float32(14.4702425), np.float32(14.573384), np.float32(13.780643), np.float32(15.939611), np.float32(15.067789), np.float32(14.810548), np.float32(16.13881), np.float32(17.910213), np.float32(14.962107), np.float32(14.645657), np.float32(14.933723), np.float32(14.112424), np.float32(13.718067), np.float32(13.718067), np.float32(14.358686), np.float32(14.358686)]"
23,"[np.float32(171.8986), np.float32(144.6018), np.float32(-3.3030934), np.float32(-57.23527), np.float32(-51.47299), np.float32(-32.46313)]","[np.float32(13.752201), np.float32(14.881109), np.float32(14.529438), np.float32(14.751531), np.float32(14.7206955), np.float32(16.235943), np.float32(15.602213), np.float32(16.845516), np.float32(14.5697565), np.float32(13.857985), np.float32(14.222479), np.float32(14.265648), np.float32(15.267069), np.float32(15.267067), np.float32(16.456997), np.float32(16.456997)]"
24,"[np.float32(73.78114), np.float32(19.42005), np.float32(-8.394035), np.float32(-163.15538), np.float32(33.882294), np.float32(-21.726202)]","[np.float32(19.968782), np.float32(19.70799), np.float32(19.407177), np.float32(19.431246), np.float32(19.648438), np.float32(21.559689), np.float32(21.375498), np.float32(21.52038), np.float32(20.601057), np.float32(19.981783), np.float32(19.843035), np.float32(19.171217), np.float32(19.077251), np.float32(19.077251), np.float32(21.13603), np.float32(21.13603)]"
25,"[np.float32(-45.05471), np.float32(60.95139), np.float32(71.15043), np.float32(-55.68657), np.float32(-51.541985), np.float32(-20.2312)]","[np.float32(17.31177), np.float32(17.814968), np.float32(17.591425), np.float32(18.787968), np.float32(18.661898), np.float32(18.038248), np.float32(19.40442), np.float32(20.00827), np.float32(18.244722), np.float32(18.069677), np.float32(17.065691), np.float32(17.798023), np.float32(17.628187), np.float32(17.628187), np.float32(17.501148), np.float32(17.501148)]"
