,x_input
0,"[18.0, 19.0, 18.0, 18.0, 20.0, 21.0, 21.0, 18.0, 19.0, 17.0, 19.0, 19.0, 18.0, 21.0, 21.0, 21.0, 18.0, 18.0, 17.0, 18.0, 19.0, 17.0, 17.0, 18.0, 17.0]"
1,"[18.0, 20.0, 17.0, 18.0, 21.0, 22.0, 22.0, 18.0, 18.0, 18.0, 20.0, 21.0, 20.0, 21.0, 21.0, 21.0, 18.0, 17.0, 17.0, 18.0, 17.0, 15.0, 15.0, 18.0, 15.0]"
2,"[19.0, 21.0, 19.0, 19.0, 21.0, 19.0, 22.0, 19.0, 20.0, 19.0, 19.0, 21.0, 20.0, 20.0, 20.0, 20.0, 15.0, 16.0, 17.0, 18.0, 16.0, 15.0, 14.0, 16.0, 15.0]"
3,"[19.0, 21.0, 19.0, 18.0, 20.0, 19.0, 20.0, 19.0, 19.0, 19.0, 18.0, 22.0, 22.0, 18.0, 19.0, 19.0, 15.0, 16.0, 18.0, 17.0, 16.0, 15.0, 14.0, 16.0, 14.0]"
4,"[19.0, 21.0, 19.0, 16.0, 17.0, 18.0, 23.0, 22.0, 21.0, 20.0, 20.0, 23.0, 20.0, 19.0, 19.0, 18.0, 15.0, 15.0, 18.0, 17.0, 17.0, 13.0, 13.0, 16.0, 14.0]"
5,"[18.0, 17.0, 16.0, 16.0, 19.0, 18.0, 21.0, 22.0, 21.0, 20.0, 19.0, 22.0, 17.0, 20.0, 19.0, 19.0, 13.0, 15.0, 16.0, 17.0, 17.0, 12.0, 14.0, 16.0, 15.0]"
6,"[19.0, 18.0, 17.0, 16.0, 17.0, 19.0, 23.0, 21.0, 19.0, 19.0, 17.0, 21.0, 16.0, 20.0, 17.0, 18.0, 16.0, 16.0, 17.0, 17.0, 15.0, 13.0, 14.0, 15.0, 15.0]"
7,"[19.0, 18.0, 16.0, 16.0, 15.0, 19.0, 18.0, 18.0, 19.0, 19.0, 19.0, 21.0, 18.0, 20.0, 18.0, 18.0, 14.0, 14.0, 15.0, 16.0, 14.0, 13.0, 14.0, 16.0, 16.0]"
8,"[17.0, 18.0, 15.0, 16.0, 18.0, 19.0, 18.0, 20.0, 20.0, 19.0, 20.0, 22.0, 19.0, 20.0, 18.0, 18.0, 16.0, 14.0, 16.0, 16.0, 16.0, 13.0, 14.0, 15.0, 16.0]"
9,"[16.0, 17.0, 16.0, 19.0, 20.0, 20.0, 21.0, 18.0, 18.0, 18.0, 19.0, 21.0, 17.0, 19.0, 18.0, 18.0, 14.0, 14.0, 14.0, 16.0, 16.0, 12.0, 14.0, 14.0, 17.0]"
10,"[18.0, 18.0, 17.0, 19.0, 18.0, 20.0, 20.0, 16.0, 18.0, 17.0, 18.0, 21.0, 18.0, 19.0, 17.0, 17.0, 14.0, 14.0, 15.0, 17.0, 17.0, 13.0, 15.0, 17.0, 18.0]"
11,"[19.0, 19.0, 18.0, 19.0, 19.0, 18.0, 21.0, 16.0, 16.0, 17.0, 19.0, 19.0, 16.0, 18.0, 16.0, 17.0, 15.0, 14.0, 15.0, 16.0, 18.0, 14.0, 17.0, 15.0, 18.0]"
12,"[19.0, 20.0, 18.0, 18.0, 18.0, 19.0, 19.0, 17.0, 15.0, 16.0, 16.0, 19.0, 18.0, 17.0, 17.0, 18.0, 13.0, 14.0, 16.0, 16.0, 18.0, 14.0, 18.0, 17.0, 19.0]"
13,"[18.0, 18.0, 16.0, 18.0, 17.0, 18.0, 19.0, 17.0, 15.0, 16.0, 17.0, 18.0, 16.0, 16.0, 17.0, 17.0, 14.0, 14.0, 16.0, 16.0, 18.0, 16.0, 18.0, 20.0, 20.0]"
14,"[17.0, 18.0, 16.0, 18.0, 17.0, 17.0, 18.0, 17.0, 13.0, 15.0, 16.0, 17.0, 14.0, 17.0, 17.0, 17.0, 14.0, 16.0, 18.0, 17.0, 18.0, 16.0, 20.0, 23.0, 21.0]"
15,"[17.0, 17.0, 15.0, 19.0, 17.0, 18.0, 18.0, 14.0, 13.0, 14.0, 13.0, 16.0, 14.0, 16.0, 17.0, 17.0, 14.0, 17.0, 18.0, 17.0, 18.0, 17.0, 20.0, 22.0, 19.0]"
16,"[16.0, 17.0, 15.0, 17.0, 15.0, 18.0, 18.0, 14.0, 13.0, 13.0, 13.0, 16.0, 12.0, 16.0, 18.0, 18.0, 16.0, 20.0, 18.0, 17.0, 19.0, 16.0, 16.0, 19.0, 19.0]"
17,"[17.0, 17.0, 15.0, 17.0, 17.0, 17.0, 19.0, 13.0, 13.0, 13.0, 14.0, 17.0, 14.0, 17.0, 17.0, 18.0, 17.0, 19.0, 19.0, 18.0, 18.0, 15.0, 16.0, 18.0, 18.0]"
18,"[17.0, 17.0, 15.0, 16.0, 15.0, 16.0, 17.0, 13.0, 14.0, 13.0, 16.0, 17.0, 16.0, 17.0, 17.0, 18.0, 17.0, 19.0, 19.0, 18.0, 14.0, 15.0, 17.0, 17.0, 19.0]"
19,"[14.0, 15.0, 14.0, 15.0, 14.0, 16.0, 15.0, 14.0, 14.0, 13.0, 17.0, 16.0, 13.0, 16.0, 18.0, 20.0, 19.0, 18.0, 19.0, 18.0, 19.0, 15.0, 14.0, 17.0, 17.0]"
20,"[15.0, 15.0, 14.0, 14.0, 15.0, 17.0, 14.0, 13.0, 14.0, 14.0, 16.0, 17.0, 13.0, 17.0, 20.0, 25.0, 17.0, 18.0, 19.0, 5.0, 21.0, 15.0, 13.0, 18.0, 17.0]"
21,"[14.0, 14.0, 13.0, 16.0, 16.0, 17.0, 16.0, 14.0, 13.0, 14.0, 14.0, 15.0, 13.0, 17.0, 18.0, 20.0, 18.0, 17.0, 17.0, 9.0, 20.0, 18.0, 18.0, 17.0, 17.0]"
22,"[15.0, 15.0, 13.0, 14.0, 16.0, 17.0, 17.0, 15.0, 14.0, 14.0, 15.0, 16.0, 15.0, 17.0, 20.0, 20.0, 18.0, 18.0, 19.0, 14.0, 17.0, 18.0, 18.0, 20.0, 19.0]"
23,"[15.0, 15.0, 13.0, 14.0, 16.0, 16.0, 16.0, 14.0, 14.0, 15.0, 16.0, 16.0, 14.0, 18.0, 21.0, 20.0, 18.0, 20.0, 21.0, 20.0, 20.0, 17.0, 19.0, 19.0, 18.0]"
24,"[15.0, 15.0, 13.0, 13.0, 13.0, 17.0, 17.0, 17.0, 17.0, 16.0, 19.0, 18.0, 15.0, 20.0, 17.0, 18.0, 19.0, 18.0, 19.0, 20.0, 23.0, 18.0, 20.0, 22.0, 20.0]"
25,"[15.0, 15.0, 13.0, 14.0, 14.0, 19.0, 17.0, 17.0, 19.0, 17.0, 20.0, 19.0, 18.0, 21.0, 19.0, 19.0, 21.0, 20.0, 20.0, 19.0, 22.0, 18.0, 19.0, 21.0, 20.0]"
26,"[15.0, 15.0, 12.0, 14.0, 16.0, 19.0, 18.0, 19.0, 19.0, 16.0, 19.0, 20.0, 20.0, 20.0, 21.0, 20.0, 18.0, 18.0, 21.0, 20.0, 22.0, 19.0, 18.0, 21.0, 20.0]"
27,"[14.0, 16.0, 12.0, 15.0, 16.0, 20.0, 19.0, 20.0, 20.0, 16.0, 19.0, 22.0, 21.0, 19.0, 20.0, 20.0, 19.0, 19.0, 21.0, 20.0, 16.0, 19.0, 18.0, 19.0, 22.0]"
28,"[15.0, 16.0, 13.0, 16.0, 18.0, 17.0, 23.0, 20.0, 17.0, 17.0, 18.0, 22.0, 20.0, 15.0, 20.0, 20.0, 18.0, 19.0, 21.0, 20.0, 15.0, 17.0, 17.0, 18.0, 20.0]"
29,"[16.0, 16.0, 13.0, 17.0, 17.0, 19.0, 22.0, 20.0, 17.0, 20.0, 16.0, 20.0, 17.0, 17.0, 20.0, 21.0, 105.0, 19.0, 21.0, 21.0, 15.0, 15.0, 17.0, 18.0, 20.0]"
30,"[17.0, 16.0, 13.0, 16.0, 18.0, 20.0, 22.0, 17.0, 17.0, 17.0, 17.0, 20.0, 15.0, 17.0, 21.0, 22.0, 105.0, 18.0, 18.0, 20.0, 17.0, 15.0, 17.0, 19.0, 20.0]"
31,"[18.0, 18.0, 17.0, 18.0, 18.0, 19.0, 18.0, 18.0, 17.0, 17.0, 16.0, 18.0, 20.0, 17.0, 22.0, 23.0, 22.0, 16.0, 16.0, 18.0, 17.0, 16.0, 17.0, 20.0, 20.0]"
32,"[17.0, 18.0, 16.0, 18.0, 19.0, 16.0, 20.0, 17.0, 16.0, 15.0, 16.0, 17.0, 15.0, 18.0, 22.0, 21.0, 20.0, 16.0, 17.0, 17.0, 16.0, 15.0, 18.0, 19.0, 20.0]"
33,"[17.0, 17.0, 17.0, 17.0, 18.0, 17.0, 21.0, 15.0, 15.0, 16.0, 14.0, 18.0, 14.0, 18.0, 21.0, 22.0, 16.0, 14.0, 18.0, 17.0, 17.0, 15.0, 18.0, 19.0, 21.0]"
