,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(23.7399), np.float32(23.695734), np.float32(23.051207), np.float32(25.193268), np.float32(26.437737), np.float32(28.632214), np.float32(26.12633), np.float32(27.195255), np.float32(23.058542), np.float32(23.148273), np.float32(23.75477), np.float32(22.971767), np.float32(23.592886), np.float32(23.592886), np.float32(24.143343), np.float32(24.143343)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(29.34018), np.float32(28.131002), np.float32(30.85075), np.float32(25.813559), np.float32(27.854939), np.float32(27.542498), np.float32(31.033783), np.float32(29.945345), np.float32(30.785421), np.float32(29.000875), np.float32(25.22524), np.float32(28.231926), np.float32(29.858295), np.float32(29.858295), np.float32(26.251234), np.float32(26.251236)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(26.252913), np.float32(25.586086), np.float32(26.181845), np.float32(23.201654), np.float32(23.877295), np.float32(24.4507), np.float32(26.025295), np.float32(28.055498), np.float32(27.743725), np.float32(27.714344), np.float32(27.169436), np.float32(26.45816), np.float32(28.563004), np.float32(28.563004), np.float32(24.763735), np.float32(24.763737)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(22.262722), np.float32(23.219215), np.float32(22.707527), np.float32(24.750149), np.float32(25.283094), np.float32(28.936293), np.float32(25.326506), np.float32(27.314009), np.float32(21.648813), np.float32(22.086485), np.float32(22.257278), np.float32(21.627508), np.float32(23.82552), np.float32(23.82552), np.float32(24.671513), np.float32(24.671513)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(12.73338), np.float32(13.825441), np.float32(13.63002), np.float32(16.819315), np.float32(15.900061), np.float32(17.674768), np.float32(14.487881), np.float32(16.864098), np.float32(14.432582), np.float32(15.2538185), np.float32(15.256384), np.float32(12.991058), np.float32(15.737793), np.float32(15.737793), np.float32(15.138786), np.float32(15.138786)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(20.243662), np.float32(19.4544), np.float32(19.973505), np.float32(18.221441), np.float32(18.52936), np.float32(21.442242), np.float32(19.019556), np.float32(21.76123), np.float32(19.849373), np.float32(20.533667), np.float32(21.101421), np.float32(18.274536), np.float32(19.267385), np.float32(19.267385), np.float32(19.170885), np.float32(19.170885)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(25.130516), np.float32(25.10431), np.float32(24.854227), np.float32(21.289972), np.float32(22.868694), np.float32(21.928013), np.float32(23.343052), np.float32(23.639692), np.float32(25.664377), np.float32(24.528685), np.float32(24.179049), np.float32(25.049725), np.float32(25.046762), np.float32(25.046762), np.float32(23.7386), np.float32(23.738598)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(27.356466), np.float32(26.154072), np.float32(27.727564), np.float32(26.569616), np.float32(27.334795), np.float32(28.291697), np.float32(30.09664), np.float32(32.43384), np.float32(27.491276), np.float32(27.32667), np.float32(23.498571), np.float32(23.65447), np.float32(26.246246), np.float32(26.246246), np.float32(25.674921), np.float32(25.674921)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(24.395144), np.float32(24.990683), np.float32(25.19758), np.float32(26.143574), np.float32(26.554588), np.float32(30.760494), np.float32(27.036915), np.float32(27.691584), np.float32(24.912607), np.float32(24.823042), np.float32(24.642296), np.float32(24.493166), np.float32(26.427279), np.float32(26.427279), np.float32(26.646914), np.float32(26.646914)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(24.21582), np.float32(24.457485), np.float32(24.48828), np.float32(26.424557), np.float32(26.584057), np.float32(25.01691), np.float32(24.49551), np.float32(25.226547), np.float32(25.671928), np.float32(25.075733), np.float32(24.776468), np.float32(24.599548), np.float32(25.664871), np.float32(25.664873), np.float32(22.250748), np.float32(22.250748)]"
