,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(21.070017), np.float32(20.523949), np.float32(20.423475), np.float32(23.275274), np.float32(23.239372), np.float32(25.465862), np.float32(22.176334), np.float32(24.06218), np.float32(20.620916), np.float32(21.009651), np.float32(22.039776), np.float32(20.447231), np.float32(20.788902), np.float32(20.788902), np.float32(21.559742), np.float32(21.559742)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(27.72475), np.float32(27.711536), np.float32(28.719378), np.float32(26.999378), np.float32(29.0758), np.float32(29.571556), np.float32(28.649857), np.float32(26.683474), np.float32(28.206177), np.float32(27.49453), np.float32(25.777136), np.float32(28.047508), np.float32(28.08253), np.float32(28.08253), np.float32(28.076033), np.float32(28.076035)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(24.526371), np.float32(23.914268), np.float32(24.57395), np.float32(22.703053), np.float32(24.541723), np.float32(23.553831), np.float32(24.951769), np.float32(24.564365), np.float32(25.707895), np.float32(25.369808), np.float32(24.74593), np.float32(26.165104), np.float32(26.077156), np.float32(26.077156), np.float32(24.029705), np.float32(24.029705)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(19.932003), np.float32(19.800013), np.float32(20.186577), np.float32(22.59337), np.float32(22.286625), np.float32(25.176237), np.float32(22.379057), np.float32(24.856812), np.float32(20.049969), np.float32(20.574505), np.float32(21.362007), np.float32(20.057583), np.float32(21.708588), np.float32(21.708588), np.float32(21.429049), np.float32(21.429049)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(15.117737), np.float32(15.176214), np.float32(15.376982), np.float32(16.234596), np.float32(16.538214), np.float32(17.375414), np.float32(15.957405), np.float32(18.343071), np.float32(16.437983), np.float32(16.015512), np.float32(17.800337), np.float32(17.589968), np.float32(18.64604), np.float32(18.64604), np.float32(17.460527), np.float32(17.460527)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(22.321823), np.float32(20.598515), np.float32(20.781399), np.float32(19.81104), np.float32(20.928354), np.float32(22.793798), np.float32(21.794128), np.float32(23.417736), np.float32(22.619247), np.float32(22.684374), np.float32(24.26344), np.float32(22.691162), np.float32(22.53531), np.float32(22.53531), np.float32(22.761763), np.float32(22.761763)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(24.49981), np.float32(23.473421), np.float32(23.937464), np.float32(21.524206), np.float32(23.18742), np.float32(21.781555), np.float32(24.543276), np.float32(23.602804), np.float32(25.272802), np.float32(24.541697), np.float32(23.453867), np.float32(24.804512), np.float32(23.643091), np.float32(23.643091), np.float32(22.949759), np.float32(22.949759)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(25.910784), np.float32(25.706444), np.float32(26.196224), np.float32(27.678585), np.float32(28.538734), np.float32(30.171131), np.float32(27.649725), np.float32(28.285128), np.float32(25.816784), np.float32(26.558542), np.float32(25.831835), np.float32(25.782799), np.float32(26.62692), np.float32(26.62692), np.float32(26.203901), np.float32(26.2039)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(23.35197), np.float32(23.099386), np.float32(23.52867), np.float32(24.356735), np.float32(24.932829), np.float32(28.771265), np.float32(24.689537), np.float32(25.521881), np.float32(23.292927), np.float32(23.124926), np.float32(23.703476), np.float32(22.885231), np.float32(24.038788), np.float32(24.038788), np.float32(25.842295), np.float32(25.842295)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(21.909735), np.float32(21.784561), np.float32(21.377733), np.float32(22.982065), np.float32(24.555313), np.float32(23.9662), np.float32(20.53056), np.float32(20.804514), np.float32(22.3036), np.float32(21.974318), np.float32(23.315203), np.float32(23.712883), np.float32(22.91415), np.float32(22.91415), np.float32(22.684618), np.float32(22.684618)]"
10,"[np.float32(38.17485), np.float32(4.8834467), np.float32(44.89915), np.float32(-111.630714), np.float32(28.74251), np.float32(-0.33992672)]","[np.float32(20.611385), np.float32(19.755243), np.float32(20.000982), np.float32(19.361332), np.float32(19.90046), np.float32(21.040375), np.float32(21.25345), np.float32(21.757404), np.float32(20.841736), np.float32(20.077723), np.float32(20.168638), np.float32(19.902666), np.float32(19.46157), np.float32(19.46157), np.float32(20.81603), np.float32(20.81603)]"
