,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(24.813332), np.float32(25.772394), np.float32(25.483234), np.float32(26.184534), np.float32(27.366589), np.float32(28.742395), np.float32(27.597185), np.float32(25.831738), np.float32(25.71544), np.float32(25.882502), np.float32(24.171583), np.float32(24.569197), np.float32(24.860659), np.float32(24.860659), np.float32(25.68462), np.float32(25.68462)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(24.228088), np.float32(25.417921), np.float32(25.02935), np.float32(24.312645), np.float32(26.292467), np.float32(27.709858), np.float32(25.879156), np.float32(23.043102), np.float32(25.329899), np.float32(25.601559), np.float32(26.026878), np.float32(27.524628), np.float32(27.495642), np.float32(27.495642), np.float32(26.751427), np.float32(26.751427)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(18.939184), np.float32(19.309576), np.float32(19.61327), np.float32(19.144447), np.float32(20.461414), np.float32(21.26391), np.float32(20.836903), np.float32(20.49587), np.float32(20.603228), np.float32(20.559532), np.float32(20.331179), np.float32(21.811287), np.float32(22.14035), np.float32(22.14035), np.float32(21.731012), np.float32(21.73101)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(23.166615), np.float32(24.184254), np.float32(23.77138), np.float32(26.422808), np.float32(27.438295), np.float32(29.179718), np.float32(26.353313), np.float32(26.288296), np.float32(24.63941), np.float32(26.00223), np.float32(24.161814), np.float32(24.367723), np.float32(24.929102), np.float32(24.929102), np.float32(25.484184), np.float32(25.484184)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(14.375793), np.float32(14.654939), np.float32(14.113546), np.float32(17.777258), np.float32(17.871994), np.float32(17.863209), np.float32(14.751854), np.float32(17.70573), np.float32(14.132452), np.float32(14.29824), np.float32(15.5603485), np.float32(14.892107), np.float32(15.635262), np.float32(15.635262), np.float32(15.6314335), np.float32(15.6314335)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(18.78895), np.float32(18.983503), np.float32(18.908655), np.float32(19.415018), np.float32(20.271849), np.float32(19.33219), np.float32(21.020603), np.float32(21.26542), np.float32(20.573483), np.float32(20.513222), np.float32(20.482454), np.float32(20.886497), np.float32(21.441114), np.float32(21.441114), np.float32(18.926474), np.float32(18.926474)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(22.01155), np.float32(22.114904), np.float32(23.005291), np.float32(19.588118), np.float32(21.199354), np.float32(21.398916), np.float32(25.07151), np.float32(22.579296), np.float32(24.502707), np.float32(23.388992), np.float32(21.652155), np.float32(23.759283), np.float32(23.912407), np.float32(23.912407), np.float32(23.160437), np.float32(23.160437)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(27.770535), np.float32(29.328672), np.float32(28.877296), np.float32(29.256035), np.float32(31.25701), np.float32(33.924168), np.float32(30.834835), np.float32(27.693697), np.float32(29.247274), np.float32(30.40799), np.float32(28.843378), np.float32(30.12899), np.float32(30.189686), np.float32(30.189686), np.float32(30.853182), np.float32(30.853178)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(21.917997), np.float32(22.841524), np.float32(22.137789), np.float32(24.128674), np.float32(25.242682), np.float32(25.530281), np.float32(24.082666), np.float32(23.67714), np.float32(23.139648), np.float32(24.001392), np.float32(24.078114), np.float32(24.177332), np.float32(24.634502), np.float32(24.634502), np.float32(22.932592), np.float32(22.932592)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(17.610065), np.float32(18.29958), np.float32(17.636139), np.float32(19.228022), np.float32(19.898909), np.float32(20.717718), np.float32(16.816244), np.float32(17.059158), np.float32(16.037355), np.float32(15.14904), np.float32(17.220282), np.float32(17.096676), np.float32(17.299849), np.float32(17.299849), np.float32(18.700071), np.float32(18.700071)]"
