,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(20.570124), np.float32(20.591583), np.float32(20.54791), np.float32(20.663301), np.float32(20.709515), np.float32(20.775879), np.float32(20.557615), np.float32(20.663307), np.float32(20.42705), np.float32(20.432764), np.float32(20.520895), np.float32(20.537817), np.float32(20.501059), np.float32(20.501059), np.float32(20.52768), np.float32(20.52768)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(20.830029), np.float32(20.872189), np.float32(20.930998), np.float32(20.71029), np.float32(20.837175), np.float32(20.876059), np.float32(20.807116), np.float32(20.717037), np.float32(20.749859), np.float32(20.654589), np.float32(20.588434), np.float32(20.847425), np.float32(20.847897), np.float32(20.847897), np.float32(20.885399), np.float32(20.885399)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(20.685822), np.float32(20.693901), np.float32(20.701565), np.float32(20.579275), np.float32(20.661713), np.float32(20.704325), np.float32(20.623722), np.float32(20.67684), np.float32(20.67985), np.float32(20.626795), np.float32(20.67561), np.float32(20.791023), np.float32(20.808731), np.float32(20.808731), np.float32(20.78918), np.float32(20.78918)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(20.519157), np.float32(20.558218), np.float32(20.526157), np.float32(20.671995), np.float32(20.697561), np.float32(20.87397), np.float32(20.583107), np.float32(20.74759), np.float32(20.41018), np.float32(20.417961), np.float32(20.501326), np.float32(20.480137), np.float32(20.54301), np.float32(20.54301), np.float32(20.609585), np.float32(20.609585)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(19.955732), np.float32(20.008228), np.float32(19.982613), np.float32(20.2255), np.float32(20.179993), np.float32(20.224892), np.float32(19.996231), np.float32(20.215305), np.float32(20.0521), np.float32(19.998117), np.float32(20.147793), np.float32(20.108734), np.float32(20.184988), np.float32(20.184988), np.float32(20.116182), np.float32(20.116182)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(20.566557), np.float32(20.546633), np.float32(20.498985), np.float32(20.499561), np.float32(20.51278), np.float32(20.719954), np.float32(20.440659), np.float32(20.583197), np.float32(20.479948), np.float32(20.468258), np.float32(20.641373), np.float32(20.566872), np.float32(20.535042), np.float32(20.535042), np.float32(20.695171), np.float32(20.695171)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(20.683153), np.float32(20.697279), np.float32(20.694134), np.float32(20.497114), np.float32(20.594034), np.float32(20.553106), np.float32(20.598093), np.float32(20.567371), np.float32(20.644285), np.float32(20.55713), np.float32(20.576385), np.float32(20.75687), np.float32(20.68981), np.float32(20.68981), np.float32(20.6856), np.float32(20.6856)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(20.772957), np.float32(20.783527), np.float32(20.80416), np.float32(20.746248), np.float32(20.832302), np.float32(20.888306), np.float32(20.781637), np.float32(20.862017), np.float32(20.633614), np.float32(20.641779), np.float32(20.588139), np.float32(20.702028), np.float32(20.727907), np.float32(20.727907), np.float32(20.768318), np.float32(20.768318)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(20.634527), np.float32(20.699783), np.float32(20.66267), np.float32(20.760448), np.float32(20.786205), np.float32(21.056116), np.float32(20.650202), np.float32(20.716568), np.float32(20.529022), np.float32(20.490908), np.float32(20.576612), np.float32(20.596523), np.float32(20.637032), np.float32(20.637032), np.float32(20.858606), np.float32(20.858606)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(20.41568), np.float32(20.480986), np.float32(20.423418), np.float32(20.589), np.float32(20.621466), np.float32(20.521427), np.float32(20.28853), np.float32(20.351692), np.float32(20.421427), np.float32(20.38113), np.float32(20.509233), np.float32(20.611425), np.float32(20.549816), np.float32(20.549816), np.float32(20.483496), np.float32(20.483496)]"
