,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(24.37217), np.float32(24.001858), np.float32(23.394884), np.float32(25.7325), np.float32(26.905123), np.float32(28.812363), np.float32(26.205477), np.float32(27.376728), np.float32(23.364672), np.float32(23.53582), np.float32(23.876152), np.float32(23.158546), np.float32(23.145988), np.float32(23.145988), np.float32(24.567959), np.float32(24.567959)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(29.691961), np.float32(28.357004), np.float32(31.015223), np.float32(25.541277), np.float32(27.582943), np.float32(27.36671), np.float32(30.691309), np.float32(29.303017), np.float32(30.2482), np.float32(28.691483), np.float32(25.153368), np.float32(28.231165), np.float32(29.277533), np.float32(29.277533), np.float32(26.194332), np.float32(26.194334)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(26.13539), np.float32(25.828411), np.float32(26.036213), np.float32(23.676233), np.float32(24.09997), np.float32(24.855936), np.float32(25.50115), np.float32(27.141441), np.float32(27.179958), np.float32(27.352074), np.float32(27.07729), np.float32(26.226057), np.float32(28.042992), np.float32(28.042992), np.float32(24.956793), np.float32(24.956793)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(23.02298), np.float32(23.416555), np.float32(23.319798), np.float32(25.149368), np.float32(25.581135), np.float32(29.241331), np.float32(25.569252), np.float32(27.66567), np.float32(21.975418), np.float32(22.585749), np.float32(22.399757), np.float32(21.741293), np.float32(23.545683), np.float32(23.545683), np.float32(24.861576), np.float32(24.861576)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(13.207445), np.float32(14.184699), np.float32(13.965691), np.float32(17.439114), np.float32(16.70951), np.float32(18.189676), np.float32(14.659185), np.float32(17.485258), np.float32(14.635054), np.float32(15.668064), np.float32(15.478598), np.float32(13.01211), np.float32(15.50522), np.float32(15.50522), np.float32(14.882795), np.float32(14.882795)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(19.895674), np.float32(19.15822), np.float32(19.625406), np.float32(17.999716), np.float32(18.24319), np.float32(21.219612), np.float32(18.125206), np.float32(20.631727), np.float32(18.922096), np.float32(19.761307), np.float32(20.157858), np.float32(17.456121), np.float32(17.901848), np.float32(17.901848), np.float32(18.787985), np.float32(18.787985)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(24.54977), np.float32(24.872446), np.float32(24.202244), np.float32(21.424868), np.float32(22.589602), np.float32(21.73837), np.float32(22.508926), np.float32(22.431074), np.float32(24.853485), np.float32(23.990864), np.float32(23.484163), np.float32(24.208628), np.float32(23.835823), np.float32(23.835825), np.float32(23.729757), np.float32(23.729757)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(27.8774), np.float32(26.352974), np.float32(27.94972), np.float32(26.410034), np.float32(27.188637), np.float32(28.21017), np.float32(30.105066), np.float32(32.205082), np.float32(27.531689), np.float32(27.547695), np.float32(23.828547), np.float32(23.925175), np.float32(26.001678), np.float32(26.001678), np.float32(25.754538), np.float32(25.754538)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(25.23206), np.float32(25.74174), np.float32(25.967308), np.float32(27.038467), np.float32(27.274292), np.float32(31.387423), np.float32(27.243464), np.float32(28.109499), np.float32(24.988325), np.float32(25.112276), np.float32(24.567663), np.float32(24.39907), np.float32(25.96578), np.float32(25.965782), np.float32(27.160263), np.float32(27.160263)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(25.108133), np.float32(25.636366), np.float32(24.961348), np.float32(27.54386), np.float32(27.7281), np.float32(25.74729), np.float32(24.905468), np.float32(25.400055), np.float32(26.101576), np.float32(25.619331), np.float32(25.737576), np.float32(25.494839), np.float32(25.71282), np.float32(25.71282), np.float32(22.883142), np.float32(22.883142)]"
10,"[np.float32(38.17485), np.float32(4.8834467), np.float32(44.89915), np.float32(-111.630714), np.float32(28.74251), np.float32(-0.33992672)]","[np.float32(19.429678), np.float32(19.186926), np.float32(19.190624), np.float32(16.779585), np.float32(18.643564), np.float32(19.685345), np.float32(19.729046), np.float32(18.33649), np.float32(19.560745), np.float32(18.22261), np.float32(17.607788), np.float32(18.787148), np.float32(17.149477), np.float32(17.149477), np.float32(19.427149), np.float32(19.427149)]"
11,"[np.float32(34.451523), np.float32(92.36457), np.float32(31.314589), np.float32(99.3256), np.float32(-51.633945), np.float32(-172.84677)]","[np.float32(18.806004), np.float32(20.004929), np.float32(19.84528), np.float32(19.13286), np.float32(20.436653), np.float32(22.180834), np.float32(22.015333), np.float32(23.418688), np.float32(19.269587), np.float32(18.89085), np.float32(18.774685), np.float32(20.520332), np.float32(22.639372), np.float32(22.639372), np.float32(21.018091), np.float32(21.018091)]"
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(27.41718), np.float32(26.80238), np.float32(28.393559), np.float32(26.128843), np.float32(26.753826), np.float32(28.676382), np.float32(29.12961), np.float32(29.603071), np.float32(28.89899), np.float32(28.390104), np.float32(25.885275), np.float32(27.226677), np.float32(29.317902), np.float32(29.317902), np.float32(27.23229), np.float32(27.23229)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(14.798029), np.float32(14.566217), np.float32(16.483204), np.float32(16.44075), np.float32(16.584946), np.float32(15.955223), np.float32(17.557426), np.float32(14.502361), np.float32(17.52426), np.float32(15.985212), np.float32(12.64122), np.float32(15.511297), np.float32(15.681803), np.float32(15.681803), np.float32(16.330828), np.float32(16.330828)]"
14,"[np.float32(106.39641), np.float32(-24.296926), np.float32(74.43155), np.float32(85.36729), np.float32(-51.77439), np.float32(58.576042)]","[np.float32(13.413804), np.float32(13.243182), np.float32(13.658298), np.float32(14.254853), np.float32(13.989921), np.float32(13.232481), np.float32(14.823858), np.float32(15.101952), np.float32(16.760408), np.float32(16.569368), np.float32(16.061283), np.float32(15.491745), np.float32(16.911839), np.float32(16.911839), np.float32(14.412323), np.float32(14.412323)]"
