,x_input,x_output
0,"[np.float32(-93.12892), np.float32(52.629677), np.float32(-69.48746), np.float32(-94.964294), np.float32(-71.63202), np.float32(-17.09473)]","[np.float32(22.161612), np.float32(21.418854), np.float32(21.270115), np.float32(23.009645), np.float32(23.920214), np.float32(25.482738), np.float32(23.77074), np.float32(25.090223), np.float32(21.727133), np.float32(21.550638), np.float32(22.268326), np.float32(21.837769), np.float32(21.844799), np.float32(21.844799), np.float32(22.085577), np.float32(22.085577)]"
1,"[np.float32(-95.488434), np.float32(39.179646), np.float32(-14.6407795), np.float32(81.590866), np.float32(215.1599), np.float32(18.193935)]","[np.float32(27.296007), np.float32(26.017702), np.float32(28.094421), np.float32(25.86959), np.float32(27.24337), np.float32(27.447525), np.float32(28.927874), np.float32(28.6346), np.float32(29.351187), np.float32(28.084173), np.float32(25.126028), np.float32(27.277773), np.float32(28.589252), np.float32(28.589252), np.float32(26.356682), np.float32(26.356682)]"
2,"[np.float32(-15.257048), np.float32(-157.12384), np.float32(11.753116), np.float32(134.82642), np.float32(82.44817), np.float32(27.18175)]","[np.float32(25.041185), np.float32(24.155228), np.float32(24.7599), np.float32(23.656961), np.float32(23.958992), np.float32(24.691704), np.float32(25.180258), np.float32(26.935879), np.float32(26.89451), np.float32(26.87402), np.float32(26.012888), np.float32(25.282202), np.float32(26.997162), np.float32(26.997162), np.float32(24.766293), np.float32(24.766293)]"
3,"[np.float32(-31.565248), np.float32(35.18371), np.float32(-135.8277), np.float32(-9.555283), np.float32(-106.257545), np.float32(-103.14623)]","[np.float32(21.053516), np.float32(21.162718), np.float32(21.092337), np.float32(22.968086), np.float32(23.34433), np.float32(26.19633), np.float32(23.255407), np.float32(25.461838), np.float32(20.895077), np.float32(20.919376), np.float32(21.359009), np.float32(20.855669), np.float32(22.317991), np.float32(22.317991), np.float32(22.875671), np.float32(22.875671)]"
4,"[np.float32(82.54654), np.float32(9.803964), np.float32(-113.39448), np.float32(79.01584), np.float32(-67.70516), np.float32(83.98162)]","[np.float32(14.2493515), np.float32(15.022444), np.float32(14.801468), np.float32(17.71954), np.float32(16.734022), np.float32(17.90078), np.float32(15.1159935), np.float32(16.716997), np.float32(15.34914), np.float32(15.700632), np.float32(16.022058), np.float32(14.559574), np.float32(16.407377), np.float32(16.407377), np.float32(16.481745), np.float32(16.481745)]"
5,"[np.float32(68.60486), np.float32(-193.60408), np.float32(-101.4381), np.float32(-38.215546), np.float32(20.783968), np.float32(75.2776)]","[np.float32(19.249895), np.float32(18.60308), np.float32(18.639076), np.float32(18.44447), np.float32(18.325045), np.float32(20.421923), np.float32(18.084263), np.float32(19.900476), np.float32(19.168003), np.float32(19.501534), np.float32(19.83368), np.float32(17.639324), np.float32(17.979908), np.float32(17.979908), np.float32(19.26142), np.float32(19.26142)]"
6,"[np.float32(-21.07872), np.float32(-136.30579), np.float32(130.3457), np.float32(-0.05557394), np.float32(94.929474), np.float32(12.620388)]","[np.float32(24.491894), np.float32(23.896023), np.float32(23.947067), np.float32(22.133825), np.float32(23.35463), np.float32(22.786255), np.float32(23.70065), np.float32(24.164427), np.float32(25.865017), np.float32(25.040344), np.float32(24.153519), np.float32(24.75762), np.float32(24.699633), np.float32(24.699633), np.float32(23.935307), np.float32(23.935307)]"
7,"[np.float32(-181.1539), np.float32(10.953061), np.float32(-101.86755), np.float32(20.934015), np.float32(53.178104), np.float32(-71.033066)]","[np.float32(25.813105), np.float32(24.324526), np.float32(25.572678), np.float32(26.133465), np.float32(26.584148), np.float32(27.78741), np.float32(28.04576), np.float32(30.808819), np.float32(26.63286), np.float32(26.500977), np.float32(23.518337), np.float32(23.200846), np.float32(25.206825), np.float32(25.206825), np.float32(25.610125), np.float32(25.610125)]"
8,"[np.float32(35.70965), np.float32(58.80703), np.float32(-132.51224), np.float32(-25.906748), np.float32(53.15035), np.float32(-13.549049)]","[np.float32(22.384457), np.float32(22.220648), np.float32(22.595879), np.float32(24.045979), np.float32(24.2693), np.float32(27.642994), np.float32(24.287422), np.float32(25.070234), np.float32(23.267803), np.float32(22.99421), np.float32(23.315762), np.float32(23.122452), np.float32(24.339674), np.float32(24.339674), np.float32(24.473314), np.float32(24.473314)]"
9,"[np.float32(-105.361824), np.float32(3.6224217), np.float32(-65.43418), np.float32(67.151344), np.float32(20.917496), np.float32(212.962)]","[np.float32(21.261301), np.float32(21.257233), np.float32(21.263277), np.float32(23.839252), np.float32(23.844744), np.float32(22.285746), np.float32(21.157288), np.float32(22.095303), np.float32(22.630144), np.float32(22.198584), np.float32(21.986286), np.float32(22.029968), np.float32(22.603844), np.float32(22.603844), np.float32(20.47237), np.float32(20.47237)]"
10,"[np.float32(38.17485), np.float32(4.8834467), np.float32(44.89915), np.float32(-111.630714), np.float32(28.74251), np.float32(-0.33992672)]","[np.float32(19.530107), np.float32(19.05339), np.float32(19.12158), np.float32(17.725157), np.float32(19.12913), np.float32(19.886482), np.float32(19.827389), np.float32(18.67991), np.float32(19.855736), np.float32(18.643959), np.float32(18.006275), np.float32(18.97332), np.float32(17.685535), np.float32(17.685535), np.float32(19.718946), np.float32(19.718946)]"
11,"[np.float32(34.451523), np.float32(92.36457), np.float32(31.314589), np.float32(99.3256), np.float32(-51.633945), np.float32(-172.84677)]","[np.float32(19.284243), np.float32(20.345814), np.float32(20.014946), np.float32(20.234957), np.float32(21.11641), np.float32(22.422089), np.float32(22.092182), np.float32(23.3346), np.float32(20.006887), np.float32(19.332628), np.float32(19.25117), np.float32(20.517056), np.float32(22.418013), np.float32(22.418013), np.float32(21.537268), np.float32(21.537268)]"
12,"[np.float32(17.699177), np.float32(-4.4179387), np.float32(-54.6607), np.float32(116.34819), np.float32(122.69955), np.float32(-36.820007)]","[np.float32(25.368305), np.float32(24.692017), np.float32(25.92465), np.float32(25.699764), np.float32(25.95326), np.float32(27.725016), np.float32(27.173967), np.float32(28.012455), np.float32(27.636055), np.float32(27.104843), np.float32(25.164104), np.float32(26.078987), np.float32(27.972977), np.float32(27.972977), np.float32(26.66084), np.float32(26.660841)]"
13,"[np.float32(117.15115), np.float32(160.9598), np.float32(63.092472), np.float32(-1.6219363), np.float32(30.921383), np.float32(53.36891)]","[np.float32(16.713718), np.float32(16.405655), np.float32(18.037174), np.float32(17.72256), np.float32(17.742687), np.float32(17.359165), np.float32(18.66991), np.float32(15.549585), np.float32(18.440954), np.float32(16.942783), np.float32(14.359873), np.float32(17.037495), np.float32(16.936499), np.float32(16.936499), np.float32(17.860704), np.float32(17.860704)]"
