0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
22.30381968970013,15.880856030668987,15.286695878923753,20.558980463795155,18.164996127947497,20.647685452597262,11.141045322034248,21.684380358104896,5.745118732553868,11.262991109523904,16.838898023559196,17.10824671062489,14.347575328367654,10.886076548479302,13.900867894381308,20.94870790089297,15.629634538811901,16.742453634872103,19.441528323066628,13.499796798348317,16.058120346259425,28.67391179593151,22.22088415908516,43.61120539474959,18.295216654870764,14.849383147315491,18.122439848258054,15.508988167496865,12.512925497422025,26.66766861601785,25.87158014646456,20.020692580584313,12.177816649216787,19.662198117419837,20.51152360981773,15.398524320349209,25.522362894205617,17.020687159889043,29.24659581262435,19.032073948477034,29.49402417721257,23.56226474966236,18.278378014863755,20.01622540033895,20.48092715121175,20.636700161479656,24.956788860893507,19.045425321228443
20.306630892822938,26.11565368232715,17.181879353818495,19.999710544633775,11.935342621646214,14.772027533577159,17.9049185896919,28.51347977055303,18.66277486712425,12.152028865835327,17.20413980158079,16.55568101695058,20.67370731155063,14.384780182237092,19.037960399729098,17.187236148423487,19.720710431943626,24.894707839718333,29.374003240918018,16.276222240160642,20.798405054078447,16.329976138007424,24.489141011680356,50.21585428426868,28.534119542152943,21.471959144105107,17.952949153198603,21.735328758754633,20.29079175965342,19.526487176350805,17.160341583511176,16.797327266458737,10.706287799987763,18.926412091394976,18.871943951237213,21.5378114437726,19.375570293070986,19.37803774971218,26.453882942710568,32.06246540331824,8.266508943966407,21.106226627991802,13.118740235166051,17.363744020159682,18.30142197117204,15.260254138433723,23.444534197318664,25.393404228969665
13.965615032224086,11.077043082521037,24.997966107554202,17.245169483424952,17.156939118301988,19.79821931399214,20.484802082221197,15.975899988803354,25.07934234059465,18.321719629625004,24.543531223389994,10.939581263713983,17.2325514252432,19.789026603509445,20.272745455844536,14.11823585715942,14.230039439032714,29.97484835162885,26.30619080913779,32.78774018504056,23.695543472699185,16.323200345513307,32.88469307691886,44.01609331641866,12.275488479315383,15.016574920420602,16.451420398799254,16.78144733009859,22.35642982919727,11.565668433951751,12.74314943640831,19.506594197668843,14.25006513100983,16.223151848988355,29.764086037569037,19.528648853925887,26.291909494715973,18.669681148874506,22.020855286276777,32.718433287811195,23.376881683243592,26.17398150599317,16.55826102573403,19.99426653498212,17.034298354000217,16.715783415456016,21.22417410075012,22.55403980251354
17.571977924059187,18.95844782148235,23.203275012642116,19.43227248866343,15.998021848655664,22.24607007419357,28.998384823312836,25.73245627602131,27.292356964688555,13.349400672332541,25.552092248074825,14.117998166678397,20.037476600143787,15.045050907589381,20.748330466832712,19.479845112598575,17.525433136396117,17.211004032672093,26.237567979894013,47.788314098185815,25.878308920163054,25.72288288054486,12.798999226270052,44.62403787525996,17.315770765802032,29.344942628191408,21.91132192002922,13.401405808042606,21.987147764596887,33.83307218920662,20.179752442757763,16.41402343467246,20.46888948793963,19.77093371108216,27.18765005426665,22.140215669286125,16.75766664312177,20.13913058635338,21.768503830025107,28.490633101870543,24.127833643371734,25.629891230218213,25.36311807734708,18.854749618490217,16.350239547429002,31.067465737964074,32.20055144469715,27.843145955483422
27.464367085188403,27.69715557246684,23.01446772782877,23.128556430847294,24.613109197300723,19.969266996086308,8.166887703009287,22.172022698497045,19.13640381552695,18.135044667132103,14.767992524137606,28.813944617266216,24.893650385431773,23.93702124103504,22.835218811912736,23.277644724104146,26.285215301626636,22.627643270654726,31.737564766590644,33.13425610060168,34.234643690194936,30.431980059153677,28.11360981697118,22.14556692520964,25.343972847416268,26.890510748751964,18.413004719707786,31.660032111232145,20.258644410718066,25.300502296406606,23.313697796107633,15.407280303358185,11.551402034327383,21.158404360561278,19.022757998860893,16.50914775340134,16.754786644979514,16.58213525321069,25.813533153558744,38.64252112248607,22.933640667503322,30.422425082222762,19.274389698461633,19.770464553490285,17.916346059716886,37.072244029032234,31.764693802863434,19.397584027192455
20.529946391661294,19.39152551424715,9.93410211272733,11.00228963439684,20.69207988565408,19.613106684099286,35.20396942039353,18.113233398351056,18.82400005286874,17.919824030745787,17.14855180449408,21.561457912096714,18.504776911668316,20.70193526023152,20.12493715329798,18.39393686397003,14.159900872741838,22.318298191918654,17.788798035245975,8.259665949339995,15.850913639591985,7.113636220551822,24.30908391295292,30.53783964887514,24.89625557148917,20.777926327561758,16.618780695557398,21.339893071321175,20.292392610970953,15.322015418096402,15.146168109614816,20.18226603372481,8.69127670127646,15.220097678473733,22.0242965385652,20.061514218717008,11.470155593309743,19.98289536659124,21.437347007468745,21.69959435523083,19.686355733652128,26.28682510881724,19.06988600320793,14.267237352466777,15.856992882295652,15.094254061582884,21.9454366151021,15.530429030613915
13.31891885608387,13.994003957352415,12.10261728723584,15.727088231666453,10.24235265634588,15.137612919819405,29.079424855775084,11.94912993148291,20.632118142326117,21.318291054876294,17.531371661957603,11.399759187888016,15.62743480536335,16.33176252286796,14.793736146404912,18.968811181350027,18.193143176255543,25.49730989167535,28.81460915953955,19.81403471859986,13.711282069181246,26.64501877258424,18.602171578022823,30.924158509035703,6.940771645243331,15.60473854807348,22.49712383799851,19.5746844303808,20.82696512546091,26.747054822705994,9.247225362216447,16.063689566487938,11.62218699386579,12.13185839556963,20.87330076758553,10.208436283982515,17.033027485691246,16.299295316861567,17.79482131918603,33.91010035585339,20.811372225024364,18.280075840969307,19.821641084564973,15.937372436641882,11.642213821272861,21.887929232065638,21.074075271817893,15.227934211536182
22.213239705152255,27.466691673538133,11.889111628992445,13.726453697214264,21.116898560721747,19.904508466902577,29.657695494708772,29.15957994563435,27.256658494880504,16.31011392365473,21.09882022201909,18.30811499672852,34.58458087800467,20.38133892415398,28.053978084628515,21.81206253135469,23.676426940440873,23.363781344741486,27.045136182482103,28.506895987434522,20.73406441803187,24.378766614141583,18.369383518740975,26.200478196054547,38.03073366257471,18.9958011173093,17.141488087434144,41.611187012254895,24.222250631256816,21.2893197985347,18.762721408373995,21.498277890123273,20.168693662643452,26.12519560356228,16.743150763262474,21.03865915927016,31.91654068518032,19.91870347460675,28.38597467783286,26.436849064111215,19.2365739046206,25.20984579372314,21.71310513824115,28.03324229008766,23.02075040277506,30.475481935490226,39.876939102414894,25.394690700779698
17.208369951923697,19.24393359033115,20.402048883213553,12.982883762953469,11.8306487514359,22.434139023577533,24.459899305810104,18.609347979761363,17.927616314368848,12.95021769546422,13.089793466090896,13.632826582276508,14.440684070897039,18.235719072398478,10.191025196483645,16.362416269644413,14.777777598067145,27.893203386742787,19.590678543783262,11.997856144144794,15.625038043368567,30.121359702167954,29.77019938982679,39.376116103201355,15.292807816492479,20.52454134757723,18.872775369377646,19.997524375250816,26.950949832242127,24.711210886349406,18.46479411080587,22.241341412471783,14.157369382437189,17.306228112507604,13.68483583628254,28.06993996095859,22.000522348583342,18.7345182464,15.946836432620415,26.852472567049915,14.190612576091482,29.241803865592637,19.647391000385845,22.036546690154697,16.508719631562943,22.02240776464352,19.767475006461066,26.15204397809589
29.167715529042137,17.121893953719535,15.799334478218192,15.145020097953404,25.900047175152082,29.410496452505175,34.19359509981492,18.357853377340856,17.18030696119514,17.345743804001167,23.252860525272947,22.43457691990072,17.8383603288782,17.67053144532216,22.171885369067933,20.57551208176838,17.20750928610218,24.00063437490197,27.22695902702672,39.257718329809194,28.163458162678186,15.716534520977854,39.55308959728714,33.2646253095911,24.25401949797706,19.18141529286689,19.345187406065882,23.820024778130982,29.861120401774198,21.06573810322542,25.681256927404544,28.64688712657974,15.913276782901399,15.190821931436272,16.052473469608877,20.42117690970859,15.27953880672672,19.465545874932797,24.30672869464465,33.12713436389615,19.854960012909952,23.71371568796619,20.330847961870138,21.876626794723258,28.563622282317915,21.345707154864545,22.51179628259664,24.41598793962906
