,name_road,oldname_road,points
42,42,4117,"[(30.67192313, 104.0803937), (30.67048239, 104.0794847)]"
43,43,4223,"[(30.66259625, 104.0684967), (30.66585244, 104.0683242)]"
44,44,4224,"[(30.66609783, 104.0683074), (30.66585244, 104.0683242)]"
45,45,4562,"[(30.65755893, 104.0863404), (30.65815153, 104.0851728)]"
46,46,4563,"[(30.65886582, 104.083667), (30.65815153, 104.0851728)]"
47,47,4564,"[(30.66062918, 104.0867086), (30.65815153, 104.0851728)]"
48,48,4577,"[(30.66243375, 104.0719509), (30.66386644, 104.0728306)]"
49,49,4578,"[(30.66451347, 104.0732972), (30.66386644, 104.0728306)]"
50,50,4669,"[(30.66503017, 104.0824686), (30.66585121, 104.0810256)]"
51,51,4670,"[(30.66658936, 104.0792781), (30.66585121, 104.0810256)]"
52,52,4809,"[(30.66323476, 104.0814139), (30.66389343, 104.0798131)]"
53,53,4965,"[(30.65950096, 104.0821018), (30.66130424, 104.0827159)]"
54,54,4966,"[(30.66231551, 104.0833203), (30.66130424, 104.0827159)]"
55,55,4991,"[(30.66658936, 104.0792781), (30.66813158, 104.0802769)]"
56,56,4992,"[(30.66728632, 104.0819461), (30.66813158, 104.0802769)]"
57,57,4993,"[(30.66903116, 104.0784525), (30.66813158, 104.0802769)]"
58,58,4994,"[(30.66967255, 104.0811962), (30.66813158, 104.0802769)]"
59,59,5056,"[(30.66964496, 104.0694782), (30.67059491, 104.0707136)]"
60,60,5057,"[(30.66972895, 104.0723581), (30.67059491, 104.0707136)]"
61,61,5058,"[(30.67202107, 104.0715214), (30.67059491, 104.0707136)]"
62,62,5068,"[(30.65755893, 104.0863404), (30.6563458, 104.085206)]"
63,63,5110,"[(30.6627216, 104.0697571), (30.66259625, 104.0684967)]"
64,64,5151,"[(30.67600168, 104.074683), (30.67758218, 104.0758934)]"
65,65,5152,"[(30.67490618, 104.0813226), (30.67758218, 104.0758934)]"
66,66,5210,"[(30.66501226, 104.0867203), (30.66809939, 104.0885456)]"
67,67,5211,"[(30.66959784, 104.0854869), (30.66809939, 104.0885456)]"
68,68,5212,"[(30.66997767, 104.08965), (30.66809939, 104.0885456)]"
69,69,5296,"[(30.66647581, 104.0834323), (30.66808938, 104.0845712)]"
70,70,5297,"[(30.66959784, 104.0854869), (30.66808938, 104.0845712)]"
71,71,5298,"[(30.66967255, 104.0811962), (30.66808938, 104.0845712)]"
72,72,5328,"[(30.65916798, 104.078706), (30.65990178, 104.0773122)]"
73,73,5329,"[(30.66106452, 104.0746648), (30.65990178, 104.0773122)]"
74,74,5350,"[(30.66741927, 104.07744), (30.66658936, 104.0792781)]"
75,75,5364,"[(30.67363721, 104.0726142), (30.67202107, 104.0715214)]"
76,76,5408,"[(30.67124474, 104.0778208), (30.67271422, 104.0744083)]"
77,77,5409,"[(30.67363721, 104.0726142), (30.67271422, 104.0744083)]"
78,78,5410,"[(30.67410729, 104.0753428), (30.67271422, 104.0744083)]"
79,79,5434,"[(30.66950393, 104.0681003), (30.66609783, 104.0683074)]"
80,80,5447,"[(30.66974975, 104.0766779), (30.67124474, 104.0778208)]"
81,81,5448,"[(30.67260603, 104.0787652), (30.67124474, 104.0778208)]"
82,82,5452,"[(30.66310274, 104.0744995), (30.66566031, 104.0761884)]"
83,83,5453,"[(30.66612382, 104.0765093), (30.66566031, 104.0761884)]"
84,84,5458,"[(30.66231551, 104.0833203), (30.66323476, 104.0814139)]"
85,85,5459,"[(30.66503017, 104.0824686), (30.66323476, 104.0814139)]"
86,86,5505,"[(30.66964496, 104.0694782), (30.66950393, 104.0681003)]"
87,87,5515,"[(30.66695776, 104.0748457), (30.66829663, 104.0713876)]"
88,88,5516,"[(30.66964496, 104.0694782), (30.66829663, 104.0713876)]"
89,89,5517,"[(30.66972895, 104.0723581), (30.66829663, 104.0713876)]"
90,90,5574,"[(30.65755893, 104.0863404), (30.66001727, 104.0881928)]"
91,91,5575,"[(30.66062918, 104.0867086), (30.66001727, 104.0881928)]"
92,92,5578,"[(30.66162768, 104.0847123), (30.66231551, 104.0833203)]"
93,93,5579,"[(30.66419702, 104.0844988), (30.66231551, 104.0833203)]"
94,94,5586,"[(30.66106452, 104.0746648), (30.66161953, 104.0734954)]"
95,95,5587,"[(30.66243375, 104.0719509), (30.66161953, 104.0734954)]"
96,96,5588,"[(30.66310274, 104.0744995), (30.66161953, 104.0734954)]"
97,97,5591,"[(30.6627216, 104.0697571), (30.66243375, 104.0719509)]"
98,98,5627,"[(30.66503017, 104.0824686), (30.66419702, 104.0844988)]"
99,99,5628,"[(30.66570422, 104.0852545), (30.66419702, 104.0844988)]"
100,100,5629,"[(30.6612243, 104.0854998), (30.66062918, 104.0867086)]"
101,101,5630,"[(30.66262974, 104.0880259), (30.66062918, 104.0867086)]"
102,102,5649,"[(30.67497315, 104.0738388), (30.67600168, 104.074683)]"
103,103,5650,"[(30.67344742, 104.079532), (30.67600168, 104.074683)]"
104,104,5652,"[(30.6612243, 104.0854998), (30.66162768, 104.0847123)]"
105,105,5692,"[(30.66501226, 104.0867203), (30.66570422, 104.0852545)]"
106,106,5693,"[(30.66647581, 104.0834323), (30.66570422, 104.0852545)]"
107,107,5716,"[(30.66451347, 104.0732972), (30.66695776, 104.0748457)]"
108,108,5717,"[(30.66612382, 104.0765093), (30.66695776, 104.0748457)]"
109,109,5742,"[(30.67344742, 104.079532), (30.67490618, 104.0813226)]"
110,110,5748,"[(30.67260603, 104.0787652), (30.67344742, 104.079532)]"
111,111,5776,"[(30.66647581, 104.0834323), (30.66503017, 104.0824686)]"
112,112,5804,"[(30.66741927, 104.07744), (30.66612382, 104.0765093)]"
113,113,5817,"[(30.65811967, 104.0811576), (30.65916798, 104.078706)]"
114,114,5828,"[(30.65950096, 104.0821018), (30.65886582, 104.083667)]"
115,115,5831,"[(30.67260603, 104.0787652), (30.67410729, 104.0753428)]"
116,116,5832,"[(30.67497315, 104.0738388), (30.67410729, 104.0753428)]"
117,117,5837,"[(30.66501226, 104.0867203), (30.66368435, 104.0896351)]"
118,118,5838,"[(30.66894156, 104.091162), (30.66368435, 104.0896351)]"
119,119,5840,"[(30.66401786, 104.0861632), (30.66262974, 104.0880259)]"
120,120,5851,"[(30.67260603, 104.0787652), (30.67192313, 104.0803937)]"
121,121,5861,"[(30.66997767, 104.08965), (30.66894156, 104.091162)]"
122,122,5864,"[(30.67497315, 104.0738388), (30.67363721, 104.0726142)]"
123,123,5870,"[(30.66741927, 104.07744), (30.66903116, 104.0784525)]"
124,124,5871,"[(30.66974975, 104.0766779), (30.66903116, 104.0784525)]"
125,125,5896,"[(30.66647581, 104.0834323), (30.66728632, 104.0819461)]"
126,126,5897,"[(30.66501226, 104.0867203), (30.66401786, 104.0861632)]"
127,127,5926,"[(30.65811967, 104.0811576), (30.65950096, 104.0821018)]"
