,x_input
0,"[32.0, 29.0, 27.0, 23.0, 26.0, 22.0, 28.0, 28.0, 32.0, 22.0, 29.0, 21.0, 25.0, 29.0, 27.0, 24.0, 25.0, 27.0, 21.0, 27.0, 30.0, 27.0, 27.0, 37.0, 31.0]"
1,"[29.0, 30.0, 28.0, 23.0, 26.0, 22.0, 28.0, 27.0, 32.0, 21.0, 30.0, 21.0, 24.0, 27.0, 24.0, 22.0, 24.0, 26.0, 21.0, 27.0, 32.0, 26.0, 27.0, 35.0, 29.0]"
2,"[28.0, 29.0, 28.0, 22.0, 25.0, 20.0, 27.0, 26.0, 28.0, 23.0, 30.0, 20.0, 24.0, 27.0, 21.0, 20.0, 19.0, 27.0, 20.0, 27.0, 25.0, 24.0, 25.0, 29.0, 27.0]"
3,"[27.0, 26.0, 24.0, 21.0, 24.0, 19.0, 24.0, 25.0, 26.0, 24.0, 28.0, 20.0, 24.0, 27.0, 21.0, 20.0, 20.0, 24.0, 19.0, 26.0, 24.0, 25.0, 23.0, 26.0, 28.0]"
4,"[25.0, 26.0, 26.0, 21.0, 23.0, 19.0, 24.0, 26.0, 24.0, 24.0, 27.0, 23.0, 24.0, 26.0, 23.0, 22.0, 20.0, 25.0, 20.0, 26.0, 24.0, 22.0, 21.0, 26.0, 27.0]"
5,"[23.0, 23.0, 24.0, 21.0, 22.0, 19.0, 24.0, 26.0, 22.0, 26.0, 29.0, 25.0, 24.0, 27.0, 23.0, 21.0, 21.0, 23.0, 19.0, 26.0, 23.0, 23.0, 19.0, 25.0, 27.0]"
6,"[29.0, 27.0, 25.0, 21.0, 24.0, 20.0, 25.0, 26.0, 26.0, 24.0, 27.0, 26.0, 23.0, 25.0, 24.0, 23.0, 23.0, 25.0, 20.0, 24.0, 26.0, 24.0, 24.0, 27.0, 26.0]"
7,"[15.0, 16.0, 19.0, 13.0, 15.0, 15.0, 20.0, 27.0, 20.0, 24.0, 27.0, 22.0, 20.0, 20.0, 21.0, 22.0, 20.0, 21.0, 19.0, 19.0, 20.0, 19.0, 18.0, 24.0, 27.0]"
8,"[14.0, 15.0, 18.0, 13.0, 15.0, 14.0, 15.0, 23.0, 18.0, 21.0, 22.0, 17.0, 17.0, 18.0, 19.0, 20.0, 18.0, 18.0, 18.0, 19.0, 20.0, 17.0, 16.0, 20.0, 25.0]"
9,"[17.0, 17.0, 18.0, 15.0, 16.0, 15.0, 17.0, 18.0, 14.0, 18.0, 17.0, 11.0, 10.0, 13.0, 18.0, 17.0, 17.0, 17.0, 17.0, 18.0, 20.0, 18.0, 16.0, 19.0, 18.0]"
10,"[16.0, 16.0, 17.0, 13.0, 14.0, 14.0, 16.0, 17.0, 13.0, 15.0, 15.0, 13.0, 10.0, 14.0, 16.0, 13.0, 16.0, 17.0, 13.0, 17.0, 17.0, 17.0, 15.0, 19.0, 17.0]"
11,"[14.0, 15.0, 15.0, 13.0, 14.0, 12.0, 15.0, 16.0, 13.0, 15.0, 15.0, 14.0, 10.0, 13.0, 16.0, 14.0, 15.0, 15.0, 13.0, 15.0, 17.0, 15.0, 13.0, 18.0, 17.0]"
12,"[15.0, 14.0, 15.0, 13.0, 13.0, 15.0, 15.0, 15.0, 13.0, 16.0, 16.0, 13.0, 4.0, 14.0, 18.0, 15.0, 15.0, 16.0, 14.0, 16.0, 17.0, 16.0, 13.0, 18.0, 16.0]"
13,"[16.0, 16.0, 17.0, 14.0, 15.0, 15.0, 17.0, 17.0, 14.0, 16.0, 18.0, 15.0, 12.0, 16.0, 18.0, 16.0, 16.0, 17.0, 16.0, 17.0, 18.0, 17.0, 15.0, 20.0, 17.0]"
14,"[18.0, 18.0, 19.0, 17.0, 17.0, 16.0, 18.0, 19.0, 17.0, 18.0, 19.0, 17.0, 11.0, 18.0, 19.0, 17.0, 18.0, 19.0, 16.0, 19.0, 20.0, 19.0, 17.0, 21.0, 19.0]"
15,"[19.0, 19.0, 21.0, 19.0, 18.0, 18.0, 20.0, 19.0, 18.0, 19.0, 20.0, 17.0, 11.0, 18.0, 20.0, 20.0, 19.0, 19.0, 17.0, 19.0, 21.0, 19.0, 17.0, 22.0, 21.0]"
16,"[18.0, 19.0, 20.0, 18.0, 19.0, 18.0, 19.0, 19.0, 17.0, 19.0, 17.0, 12.0, 11.0, 17.0, 21.0, 19.0, 19.0, 20.0, 18.0, 20.0, 21.0, 20.0, 18.0, 21.0, 20.0]"
17,"[16.0, 17.0, 18.0, 17.0, 16.0, 17.0, 17.0, 17.0, 14.0, 18.0, 15.0, 10.0, 10.0, 15.0, 22.0, 21.0, 19.0, 19.0, 18.0, 20.0, 21.0, 18.0, 17.0, 20.0, 19.0]"
18,"[15.0, 16.0, 18.0, 16.0, 17.0, 16.0, 16.0, 17.0, 15.0, 17.0, 14.0, 10.0, 11.0, 16.0, 19.0, 17.0, 18.0, 19.0, 18.0, 18.0, 19.0, 18.0, 15.0, 19.0, 18.0]"
19,"[15.0, 16.0, 18.0, 15.0, 15.0, 17.0, 16.0, 17.0, 13.0, 17.0, 16.0, 11.0, 10.0, 16.0, 19.0, 17.0, 17.0, 18.0, 19.0, 19.0, 20.0, 18.0, 15.0, 19.0, 17.0]"
20,"[16.0, 16.0, 19.0, 15.0, 16.0, 17.0, 18.0, 18.0, 17.0, 17.0, 17.0, 17.0, 15.0, 17.0, 21.0, 19.0, 18.0, 19.0, 18.0, 19.0, 21.0, 18.0, 16.0, 20.0, 17.0]"
21,"[17.0, 18.0, 18.0, 15.0, 18.0, 18.0, 19.0, 22.0, 17.0, 16.0, 23.0, 16.0, 14.0, 21.0, 19.0, 17.0, 18.0, 19.0, 16.0, 21.0, 21.0, 21.0, 17.0, 19.0, 20.0]"
